email,order_entered,capacity,current_temperature_setting,energy_source
lleinenbach@condax.com,1,12.2,93,electric
lleinenbach@condax.com,3,80.6,107,electric
lleinenbach@scottech.com,2,13.8,112,electric
llimmel@zencorporation.com,1,54.6,205,gas
llimmel@zencorporation.com,2,67.6,223,electric
llimmel@zencorporation.com,4,14.3,103,electric
llinahan@gogozoom.com,2,16.1,102,electric
llinahan@lexiqvolax.com,2,86.6,146,electric
llipke@rundofase.com,2,53.0,188,thermosolar
llipke@rundofase.com,4,11.3,119,electric
llipkin@kinnamplus.com,2,42.7,NULL,electric
llizama@codehow.com,1,27.6,115,electric
lloader@treequote.com,1,49.2,125,gas
llueckenbach@zoomit.com,4,55.2,95,electric
lmaclead@doncon.com,1,11.3,NULL,thermosolar
lmadarang@ontomedia.com,6,24.5,111,electric
lmadarang@ron-tech.com,1,13.5,119,electric
lmadarang@ron-tech.com,2,13.8,100,electric
lmadarang@ron-tech.com,3,19.4,222,gas
lmalvin@kan-code.com,1,48.4,104,gas
lmalvin@labdrill.com,1,12.1,NULL,thermosolar
lmalvin@labdrill.com,3,39.2,97,heat pump
lmalvin@labdrill.com,4,56.7,97,electric
lmanno@fasehatice.com,2,15.6,124,electric
lmarrier@blackzim.com,2,59.2,122,electric
lmartabano@funholding.com,3,13.2,104,thermosolar
lmastella@isdom.com,3,19.1,178,electric
lmaybury@finhigh.com,5,70.0,100,thermosolar
lmaybury@finhigh.com,9,22.8,164,thermosolar
lmaynerich@bioplex.com,4,72.9,111,gas
lmclaird@ganjaflex.com,1,101.4,179,electric
lmcnease@dontechi.com,2,29.9,96,electric
lmcnease@nam-zim.com,3,49.5,90,electric
lmcrae@warephase.com,1,28.4,117,gas
lmcrae@warephase.com,4,45.5,132,electric
lmcrae@warephase.com,5,50.0,110,electric
lmcrae@warephase.com,7,22.5,104,electric
lmeinerding@domzoom.com,3,16.2,NULL,gas
lmeinerding@warephase.com,3,31.2,111,electric
lmenter@hottechi.com,4,48.8,NULL,gas
lmenter@plusstrip.com,3,41.6,138,electric
lmeteer@plusstrip.com,5,57.7,92,thermosolar
lmeteer@plusstrip.com,7,10.3,200,electric
lmiceli@donware.com,4,83.4,92,thermosolar
lmirafuentes@ron-tech.com,1,11.7,99,gas
lmirafuentes@ron-tech.com,2,10.5,105,thermosolar
lmorasca@kinnamplus.com,3,24.6,110,electric
lmorocco@newex.com,3,53.7,114,heat pump
lmorocco@sonron.com,3,11.0,107,electric
lmorocco@sonron.com,4,22.0,NULL,electric
lmotley@sumace.com,1,25.6,106,gas
lmotley@sumace.com,3,31.6,126,heat pump
lneither@iselectrics.com,2,94.0,NULL,electric
logg@labdrill.com,2,45.2,119,gas
loldroyd@inity.com,2,15.5,162,electric
loldroyd@kinnamplus.com,2,39.1,115,heat pump
lpagliuca@lexiqvolax.com,2,17.4,138,electric
lpalaia@hatfan.com,2,23.3,109,gas
lpalaia@nam-zim.com,1,33.2,178,thermosolar
lpalaia@singletechno.com,4,17.4,102,thermosolar
lpalaspas@funholding.com,3,10.9,114,gas
lpalaspas@funholding.com,6,36.6,151,thermosolar
lpaprocki@goodsilron.com,1,80.0,114,thermosolar
lpaprocki@year-job.com,2,47.2,105,gas
lparlato@donquadtech.com,1,28.8,102,electric
lparvis@lexiqvolax.com,2,29.7,112,gas
lparvis@streethex.com,1,63.9,163,electric
lperigo@lexiqvolax.com,3,76.1,100,electric
lperin@betatech.com,2,18.0,NULL,electric
lperruzza@doncon.com,3,58.1,116,thermosolar
lpinilla@zumgoity.com,2,15.0,90,electric
lradde@inity.com,1,15.1,112,gas
lragel@iselectrics.com,2,10.9,116,gas
lragel@iselectrics.com,3,38.3,285,thermosolar
lragel@zoomit.com,1,60.2,NULL,thermosolar
lragel@zoomit.com,2,50.8,NULL,heat pump
lragel@zoomit.com,3,79.2,106,electric
lrhoden@inity.com,1,19.7,NULL,gas
lrhoden@inity.com,3,51.1,105,electric
lrhym@rundofase.com,2,57.9,114,gas
lsama@openlane.com,1,10.2,97,gas
lscheyer@funholding.com,1,37.3,NULL,thermosolar
lscheyer@funholding.com,3,105.9,109,thermosolar
lschmaltz@golddex.com,1,17.3,NULL,electric
lschmaltz@golddex.com,2,81.8,93,gas
lschnitzler@sonron.com,1,34.7,NULL,gas
lseewald@rundofase.com,1,17.4,202,gas
lsengbusch@toughzap.com,1,74.4,166,gas
lsengbusch@toughzap.com,6,19.6,96,electric
lsengbusch@toughzap.com,7,38.7,NULL,thermosolar
lshealy@conecom.com,1,20.0,229,gas
lshealy@conecom.com,6,90.3,142,electric
lsilvestrini@nam-zim.com,3,16.7,154,gas
lsilvestrini@nam-zim.com,5,51.7,207,thermosolar
lsilvestrini@nam-zim.com,6,21.2,NULL,electric
lsimilton@rangreen.com,1,12.6,154,electric
lskursky@ganjaflex.com,2,33.0,NULL,electric
lslayton@rundofase.com,2,40.3,NULL,gas
lslayton@rundofase.com,4,108.6,119,gas
lsmith@cancity.com,2,29.3,119,electric
lsmith@cancity.com,3,28.7,NULL,heat pump
lspringe@ganjaflex.com,3,15.9,100,electric
lstockham@sunnamplex.com,2,13.8,164,heat pump
lstockham@sunnamplex.com,3,44.7,124,thermosolar
lsuffield@scottech.com,3,86.7,105,gas
ltagala@bioplex.com,2,24.3,NULL,electric
ltagala@bioplex.com,4,49.8,254,gas
lthyberg@opentech.com,1,12.9,131,electric
lthyberg@toughzap.com,2,39.4,115,electric
ltimenez@isdom.com,1,16.0,NULL,gas
ltollner@funholding.com,1,19.2,226,electric
ltollner@golddex.com,2,70.8,NULL,electric
ltollner@golddex.com,4,24.2,NULL,gas
ltreston@ganjaflex.com,2,88.5,NULL,electric
ltreston@ganjaflex.com,3,63.0,NULL,gas
ltromblay@isdom.com,2,23.6,NULL,electric
lvarriano@toughzap.com,1,61.0,116,thermosolar
lvenere@domzoom.com,2,28.2,128,gas
lvenere@rangreen.com,4,18.9,290,electric
lvizarro@hatfan.com,1,31.7,118,electric
lvizarro@hatfan.com,8,19.0,NULL,electric
lwaymire@konmatfix.com,2,10.0,154,electric
lweglarz@cancity.com,1,52.9,166,thermosolar
lweglarz@conecom.com,3,19.6,198,thermosolar
lwenzinger@konmatfix.com,2,54.0,134,thermosolar
lwhobrey@mathtouch.com,4,116.1,NULL,electric
lwieser@green-plus.com,1,18.2,166,gas
lwieser@green-plus.com,3,95.7,NULL,electric
lwiklund@konex.com,1,31.3,94,electric
lwitten@dontechi.com,2,35.5,113,gas
lwolfgramm@betasoloin.com,1,82.7,150,electric
lworlds@plussunin.com,3,27.1,119,gas
lyori@zoomit.com,3,67.5,NULL,electric
mabdallah@kan-code.com,1,11.6,108,electric
macuff@iselectrics.com,1,44.9,115,gas
madkin@silis.com,1,18.9,100,gas
malbares@goodsilron.com,3,56.0,NULL,electric
mamigon@donquadtech.com,1,70.9,118,heat pump
mamyot@fasehatice.com,1,81.5,119,electric
mamyot@fasehatice.com,4,48.6,179,thermosolar
mamyot@fasehatice.com,8,18.2,135,gas
maquas@plussunin.com,1,11.2,93,electric
marceo@bioplex.com,1,14.1,98,electric
marceo@bioplex.com,3,41.0,140,gas
mauffrey@blackzim.com,1,14.2,94,electric
mauffrey@blackzim.com,3,50.9,115,electric
mauffrey@kan-code.com,1,62.4,125,electric
mauffrey@kan-code.com,3,19.8,NULL,electric
mbatman@doncon.com,2,19.9,272,electric
mbatman@doncon.com,4,76.0,92,gas
mbatman@doncon.com,9,12.1,200,electric
mbenimadho@green-plus.com,4,82.0,242,electric
mbenimadho@stanredtax.com,1,38.6,185,electric
mbennick@lexiqvolax.com,2,42.7,NULL,gas
mberray@groovestreet.com,4,17.5,149,electric
mbiddy@j-texon.com,1,56.3,102,thermosolar
mbiddy@j-texon.com,2,57.1,92,electric
mbiddy@j-texon.com,6,50.0,NULL,heat pump
mbiddy@rundofase.com,1,14.0,NULL,electric
mbiddy@zumgoity.com,2,88.7,118,heat pump
mbilden@donware.com,1,10.1,90,electric
mbilden@donware.com,2,12.6,119,gas
mbilden@donware.com,6,42.7,106,thermosolar
mbirkner@lexiqvolax.com,3,25.9,98,electric
mbirkner@stanredtax.com,2,57.8,103,gas
mbirkner@stanredtax.com,3,10.8,NULL,electric
mbitsuie@bioplex.com,1,48.5,126,thermosolar
mblackwood@mathtouch.com,2,19.0,115,electric
mbrucato@dambase.com,1,66.2,183,gas
mbubash@streethex.com,1,19.3,104,gas
mbutt@goodsilron.com,4,39.2,104,gas
mbutt@goodsilron.com,5,13.6,108,gas
mbutzen@bioplex.com,2,88.8,NULL,electric
mcaiafa@blackzim.com,2,63.2,113,thermosolar
mcallaro@domzoom.com,2,44.7,209,gas
mcampain@rangreen.com,1,37.9,NULL,gas
mcampain@rangreen.com,5,32.2,234,electric
mcampain@rangreen.com,6,63.3,114,electric
mcanlas@donquadtech.com,2,23.1,131,electric
mcanlas@zotware.com,1,73.2,96,gas
mcanlas@zotware.com,2,11.5,114,gas
mcaudy@newex.com,3,16.8,145,electric
mchui@isdom.com,4,24.5,109,electric
mcomnick@hottechi.com,1,58.9,183,electric
mdarakjy@stanredtax.com,1,30.7,NULL,gas
mdelasancha@xx-zobam.com,1,66.0,91,gas
mdenooyer@rantouch.com,1,51.7,131,electric
mdhamer@hottechi.com,2,45.4,152,thermosolar
mdhamer@hottechi.com,3,15.3,103,gas
mdhamer@hottechi.com,4,59.4,202,electric
mdhamer@konex.com,3,11.2,175,electric
mdhamer@konex.com,4,47.9,152,electric
mdiestel@ontomedia.com,1,10.4,102,gas
mdiestel@ontomedia.com,3,92.4,105,electric
mdinos@blackzim.com,1,55.9,108,thermosolar
mdopico@condax.com,3,13.4,147,gas
mduenas@betasoloin.com,1,63.7,138,electric
memard@faxquote.com,1,19.4,92,electric
mengelberg@sonron.com,5,50.6,NULL,heat pump
meschberger@dalttechnology.com,2,61.9,104,electric
meschberger@dalttechnology.com,6,14.5,194,electric
mestell@j-texon.com,4,24.9,116,gas
mferencz@codehow.com,1,75.0,118,electric
mferrario@yearin.com,1,47.4,151,electric
mfillingim@kinnamplus.com,5,83.6,177,gas
mfoller@codehow.com,2,27.1,92,electric
mfoller@dontechi.com,3,78.6,152,electric
mfrerking@bioplex.com,2,17.1,144,electric
mfrerking@bioplex.com,4,72.2,112,electric
mgalam@xx-holding.com,3,17.1,184,gas
mgarufi@nam-zim.com,1,68.4,159,electric
mgesick@labdrill.com,3,11.6,134,gas
mgillaspie@j-texon.com,1,69.6,103,electric
mgillian@sonron.com,1,60.8,98,electric
mgobern@plussunin.com,2,46.7,107,electric
mgobern@plussunin.com,4,14.1,144,electric
mgoldammer@zoomit.com,1,73.4,128,electric
mgudroe@doncon.com,1,35.3,194,electric
mgudroe@doncon.com,3,26.5,136,gas
mhanafan@hatfan.com,1,13.0,97,electric
mharabedian@finhigh.com,3,10.3,144,electric
mheintzman@codehow.com,2,16.7,132,gas
mheintzman@codehow.com,3,65.3,NULL,gas
mhirpara@cancity.com,4,12.0,108,electric
mhoa@bioplex.com,2,39.7,114,electric
mhoneywell@sumace.com,1,27.6,96,heat pump
mhoneywell@sumace.com,2,17.0,116,thermosolar
mhusser@doncon.com,2,12.8,108,gas
miturbide@betasoloin.com,3,38.4,125,gas
mjeanty@finjob.com,4,78.2,90,electric
mjulia@newex.com,1,35.8,108,electric
mjulia@warephase.com,1,17.2,124,electric
mjuvera@newex.com,1,11.0,226,gas
mkampa@singletechno.com,2,98.4,144,gas
mkaniecki@cancity.com,1,32.1,229,electric
mkaniecki@cancity.com,2,48.4,162,gas
mkarpel@dontechi.com,1,13.0,112,electric
mkarpel@dontechi.com,3,47.6,104,gas
mketelsen@isdom.com,1,29.6,93,electric
mketelsen@isdom.com,3,37.1,91,gas
mkines@singletechno.com,1,13.5,112,thermosolar
mklonowski@finhigh.com,3,29.3,100,electric
mkohl@zathunicon.com,1,54.2,160,gas
mkohl@zathunicon.com,2,11.1,NULL,electric
mkoppinger@sonron.com,2,92.0,121,electric
mkorando@sonron.com,1,20.6,149,gas
mkownacki@isdom.com,1,42.2,NULL,electric
mkownacki@isdom.com,2,16.8,192,electric
mkulzer@fasehatice.com,2,40.4,121,gas
mkulzer@fasehatice.com,4,25.9,NULL,electric
mlary@singletechno.com,1,31.9,138,electric
mlatzke@condax.com,2,10.0,111,thermosolar
mlatzke@condax.com,3,14.2,199,gas
mlatzke@openlane.com,1,39.6,230,electric
mlatzke@openlane.com,6,36.3,118,electric
mlatzke@openlane.com,10,24.0,113,electric
mlatzke@zumgoity.com,3,24.2,124,gas
mleinenbach@donquadtech.com,3,13.6,NULL,gas
mleto@plusstrip.com,4,10.7,111,electric
mlinahan@isdom.com,1,34.4,214,thermosolar
mlinahan@isdom.com,2,14.6,142,gas
mlinahan@isdom.com,3,56.7,121,gas
mlindall@opentech.com,1,17.3,108,heat pump
mlindall@opentech.com,3,13.7,98,electric
mlother@condax.com,1,92.0,153,electric
mluczki@rantouch.com,3,20.9,242,gas
mlueckenbach@finhigh.com,2,22.0,115,electric
mlueckenbach@ontomedia.com,1,39.9,167,heat pump
mlueckenbach@ontomedia.com,2,49.0,141,gas
mlungren@silis.com,1,29.6,NULL,gas
mmalet@plussunin.com,2,61.3,130,gas
mmalvin@betasoloin.com,3,74.9,109,gas
mmccullan@j-texon.com,5,10.4,NULL,gas
mmccullan@j-texon.com,6,18.9,109,thermosolar
mmccullan@rantouch.com,2,33.4,170,gas
mmcdoniel@zathunicon.com,3,45.6,174,electric
mmclaird@labdrill.com,4,36.9,179,thermosolar
mmelnyk@scotfind.com,1,54.0,117,electric
mmiro@yearin.com,1,32.8,97,thermosolar
mmodzelewski@plussunin.com,5,47.8,142,electric
mmodzelewski@plussunin.com,6,77.1,120,heat pump
mmorasca@dalttechnology.com,1,27.0,112,gas
mmugnolo@yearin.com,1,44.2,NULL,gas
mnunlee@konex.com,2,15.1,192,electric
mohms@blackzim.com,4,18.4,99,thermosolar
mostolaza@stanredtax.com,8,44.5,108,gas
mostrosky@betatech.com,1,44.2,99,electric
mostrosky@toughzap.com,3,24.5,121,gas
mpalaia@warephase.com,1,61.8,NULL,electric
mpalaspas@ganjaflex.com,4,66.9,117,gas
mpalaspas@ganjaflex.com,5,65.0,NULL,gas
mpaprocki@bioholding.com,1,100.3,NULL,electric
mparvis@hottechi.com,2,16.4,170,electric
mpaskin@lexiqvolax.com,1,18.4,109,electric
mpaskin@lexiqvolax.com,2,13.2,NULL,electric
mpaskin@lexiqvolax.com,3,15.1,108,electric
mpaskin@lexiqvolax.com,5,64.7,142,heat pump
mradde@ganjaflex.com,1,59.8,95,thermosolar
mrentfro@betatech.com,3,36.8,105,thermosolar
mrentfro@ron-tech.com,3,10.8,105,electric
mrentfro@ron-tech.com,4,57.8,156,heat pump
mrentfro@ron-tech.com,6,24.5,159,gas
mrestrepo@nam-zim.com,1,20.1,138,thermosolar
mrestrepo@nam-zim.com,4,25.2,222,gas
mrestrepo@nam-zim.com,6,33.0,152,gas
mrhym@betatech.com,2,56.4,226,gas
mrhym@betatech.com,3,12.8,92,electric
mrhymes@ganjaflex.com,1,79.1,98,gas
mrhymes@ganjaflex.com,4,18.9,NULL,electric
mrim@groovestreet.com,1,41.8,108,electric
mrim@groovestreet.com,5,13.2,119,electric
mrim@groovestreet.com,6,41.1,130,electric
mrodeigues@conecom.com,3,49.3,NULL,electric
mrodeigues@conecom.com,5,17.3,117,gas
mrowling@rantouch.com,2,26.4,NULL,thermosolar
mrowling@rantouch.com,4,16.0,205,thermosolar
mrowling@zotware.com,3,21.0,245,electric
mroyster@dontechi.com,1,45.1,115,gas
mroyster@dontechi.com,3,13.8,178,electric
msahagun@domzoom.com,3,40.6,119,electric
msahagun@domzoom.com,6,65.3,128,electric
msama@betatech.com,3,19.0,106,electric
msarao@lexiqvolax.com,1,61.1,164,electric
mschemmer@zathunicon.com,2,27.2,109,electric
mschirpke@zathunicon.com,2,48.1,135,thermosolar
mschirpke@zathunicon.com,3,23.1,149,gas
msemidey@y-corporation.com,1,50.4,122,thermosolar
msetter@ganjaflex.com,3,16.2,121,thermosolar
mshields@hatfan.com,2,40.5,145,gas
mshields@hatfan.com,5,15.9,101,electric
msilvestrini@zathunicon.com,3,40.1,105,electric
msilvestrini@zathunicon.com,4,54.2,114,gas
msilvestrini@zathunicon.com,7,45.2,211,gas
mslayton@golddex.com,2,37.4,197,gas
mslayton@golddex.com,3,81.6,182,electric
mslusarski@donquadtech.com,3,81.9,NULL,thermosolar
mslusarski@donquadtech.com,10,85.2,117,electric
mstenseth@ontomedia.com,1,43.5,NULL,gas
mstockham@zumgoity.com,1,39.0,119,electric
mstuer@year-job.com,2,65.1,116,electric
mtagala@nam-zim.com,2,62.5,268,thermosolar
mtawil@conecom.com,2,16.5,142,electric
mtawil@conecom.com,3,11.3,105,gas
mtawil@conecom.com,4,45.4,NULL,electric
mtegarden@hatfan.com,1,29.5,108,thermosolar
mtegarden@plusstrip.com,1,18.0,145,electric
mtillotson@finjob.com,3,69.5,135,gas
mtillotson@finjob.com,4,26.5,119,electric
mtoelkes@donware.com,3,46.6,115,thermosolar
mtollner@green-plus.com,1,44.7,104,thermosolar
mtollner@scottech.com,1,16.0,119,electric
mtomasulo@isdom.com,6,40.3,91,thermosolar
mtomasulo@isdom.com,7,24.8,216,gas
mvanheusen@hatfan.com,5,57.6,108,electric
mventura@rantouch.com,2,24.4,123,gas
mventura@rantouch.com,3,15.0,161,thermosolar
mwaycott@plusstrip.com,1,10.9,119,gas
mwaycott@plusstrip.com,2,77.3,119,gas
mwaymire@zumgoity.com,1,18.4,152,electric
mwaymire@zumgoity.com,2,35.3,187,heat pump
mwaymire@zumgoity.com,6,46.9,176,gas
mweglarz@donquadtech.com,1,13.3,177,electric
mweirather@yearin.com,1,54.1,92,electric
mwhobrey@rundofase.com,1,40.6,96,electric
mwitten@dambase.com,1,17.5,101,electric
mwrinkles@funholding.com,2,17.8,NULL,electric
myum@dambase.com,3,28.3,222,electric
myum@silis.com,2,13.8,107,electric
nacey@betatech.com,2,56.2,NULL,electric
nandreason@stanredtax.com,1,63.8,189,gas
nandreason@stanredtax.com,3,62.6,96,thermosolar
nankeny@funholding.com,3,12.9,110,thermosolar
nbenimadho@plussunin.com,4,16.2,188,electric
nbennick@groovestreet.com,2,21.1,185,electric
nbubash@condax.com,2,10.4,NULL,electric
ncaiafa@newex.com,3,38.8,NULL,gas
nchavous@j-texon.com,3,36.8,135,gas
nclaucherty@codehow.com,4,48.2,213,gas
ncorrio@toughzap.com,3,22.2,148,gas
ndaufeldt@ron-tech.com,7,18.2,188,electric
ndevreese@warephase.com,1,15.6,126,gas
ndorshorst@treequote.com,1,13.0,103,electric
ndrymon@kinnamplus.com,2,56.6,131,electric
neschberger@ontomedia.com,1,58.7,149,gas
neschberger@ontomedia.com,3,59.7,96,electric
nfallick@golddex.com,4,22.9,NULL,electric
nfarrar@sumace.com,2,28.6,147,electric
nferencz@dambase.com,4,45.4,114,gas
nferencz@dambase.com,6,55.7,111,thermosolar
nfern@openlane.com,1,36.6,104,electric
nflosi@newex.com,2,64.3,161,electric
nfortino@gogozoom.com,2,50.9,269,electric
nfortino@gogozoom.com,5,44.0,155,thermosolar
ngarufi@zoomit.com,1,10.7,99,electric
nhalter@year-job.com,1,40.6,118,gas
nharnos@nam-zim.com,3,64.7,NULL,thermosolar
nheintzman@mathtouch.com,2,60.0,175,gas
nheintzman@mathtouch.com,3,87.8,163,gas
nisaacs@finjob.com,3,54.2,122,gas
njeanty@opentech.com,1,30.6,NULL,heat pump
njeanty@opentech.com,3,19.5,151,gas
nkines@stanredtax.com,1,57.1,119,electric
nkines@stanredtax.com,2,19.7,108,thermosolar
nlawler@scottech.com,4,26.1,114,gas
nlayous@xx-zobam.com,1,51.0,104,electric
nlayous@xx-zobam.com,3,41.2,109,gas
nlietz@bioholding.com,4,23.0,164,heat pump
nloader@kinnamplus.com,6,21.4,118,gas
nmcrae@xx-holding.com,2,39.6,221,electric
nmontezuma@iselectrics.com,2,65.7,107,electric
nmontezuma@mathtouch.com,2,100.2,92,gas
nmontezuma@mathtouch.com,3,33.1,175,gas
nnunlee@plusstrip.com,3,18.8,141,electric
nparlato@goodsilron.com,4,15.1,112,gas
nparlato@goodsilron.com,5,18.1,109,gas
nplumer@finhigh.com,3,43.9,102,electric
nreiber@konex.com,4,62.7,151,thermosolar
nriden@iselectrics.com,1,44.5,98,electric
nscriven@kan-code.com,3,75.8,NULL,gas
nscriven@kan-code.com,5,63.2,100,thermosolar
nshields@j-texon.com,3,38.3,137,electric
nshinko@iselectrics.com,2,47.4,99,electric
nshinko@y-corporation.com,1,40.1,NULL,electric
nshinko@y-corporation.com,3,15.0,93,electric
nstaback@donware.com,2,60.2,NULL,heat pump
nvocelka@scottech.com,3,11.5,121,gas
nvocelka@scottech.com,5,51.5,92,electric
nwalthall@donquadtech.com,2,15.4,111,heat pump
nwalthall@donquadtech.com,3,46.0,NULL,gas
nweight@stanredtax.com,2,51.8,199,thermosolar
nwildfong@conecom.com,2,49.0,NULL,gas
nwildfong@conecom.com,3,16.9,NULL,thermosolar
nwolny@plussunin.com,3,52.1,102,electric
nzane@faxquote.com,1,35.1,160,gas
nzane@faxquote.com,4,29.4,110,thermosolar
nzepp@stanredtax.com,2,41.4,NULL,gas
ocork@yearin.com,1,70.3,92,thermosolar
oloder@dambase.com,3,16.2,180,thermosolar
omenter@dambase.com,3,12.0,104,electric
opaulas@conecom.com,1,22.1,NULL,gas
oplumer@sumace.com,1,23.9,92,electric
osamu@sunnamplex.com,1,40.1,156,electric
oschemmer@opentech.com,3,39.2,98,heat pump
ostaback@nam-zim.com,1,16.0,116,thermosolar
ostockham@y-corporation.com,1,76.0,NULL,thermosolar
ostockham@y-corporation.com,4,59.2,125,electric
oyglesias@stanredtax.com,2,79.8,154,electric
oyori@green-plus.com,3,51.6,160,electric
oyori@green-plus.com,4,18.9,109,gas
paquas@newex.com,2,57.3,NULL,electric
paquas@newex.com,3,17.1,198,gas
parceo@stanredtax.com,2,38.6,95,gas
parceo@stanredtax.com,3,55.7,114,gas
pauffrey@dontechi.com,4,17.5,101,electric
pcaudy@streethex.com,2,10.0,119,gas
pcookey@zoomit.com,1,40.8,169,electric
pdallen@green-plus.com,1,15.3,93,electric
peschberger@groovestreet.com,4,64.3,119,electric
pferrario@blackzim.com,1,31.0,112,electric
pferrario@blackzim.com,3,25.1,115,thermosolar
pgalam@condax.com,2,40.5,141,gas
pisenhower@blackzim.com,2,13.6,107,electric
pisenhower@blackzim.com,6,44.8,112,electric
pkitzman@y-corporation.com,1,16.9,NULL,gas
pkoppinger@green-plus.com,1,11.9,101,gas
pkoppinger@green-plus.com,2,50.9,94,electric
pkoppinger@green-plus.com,3,16.2,177,electric
plary@fasehatice.com,1,48.0,175,thermosolar
plary@fasehatice.com,2,80.6,92,heat pump
plary@fasehatice.com,3,10.0,217,electric
plimmel@plussunin.com,5,43.3,117,electric
plimmel@plussunin.com,7,15.3,178,gas
pmai@hottechi.com,1,10.1,101,gas
pmaillard@scotfind.com,1,24.6,102,gas
pmaynerich@dontechi.com,1,30.6,119,electric
pmaynerich@dontechi.com,2,35.4,145,gas
pmclaird@streethex.com,2,25.3,160,gas
pmeinerding@konex.com,3,62.5,NULL,electric
pmeteer@funholding.com,3,30.3,294,electric
pmirafuentes@ron-tech.com,1,28.5,104,electric
pparlato@iselectrics.com,5,37.6,190,heat pump
pperez@statholdings.com,2,48.6,106,electric
prestrepo@lexiqvolax.com,2,66.5,134,thermosolar
psamara@xx-holding.com,1,51.9,97,electric
psawchuk@j-texon.com,1,13.0,187,thermosolar
psergi@silis.com,1,40.4,NULL,gas
psilvestrini@xx-zobam.com,2,51.8,102,electric
pstaback@goodsilron.com,1,57.0,NULL,electric
pvarriano@xx-holding.com,1,19.0,103,thermosolar
pzagen@sunnamplex.com,3,13.0,104,electric
pzagen@sunnamplex.com,6,25.9,95,electric
pzurcher@faxquote.com,1,87.6,151,electric
qfallick@fasehatice.com,2,29.1,146,electric
qflosi@domzoom.com,3,56.5,105,gas
qfortino@plusstrip.com,1,13.4,101,thermosolar
qharnos@condax.com,1,15.9,NULL,thermosolar
qjurney@bioholding.com,2,27.6,121,electric
qkiel@streethex.com,2,10.4,177,thermosolar
qkiel@streethex.com,4,32.5,154,electric
qkiel@streethex.com,5,55.2,91,electric
qkiel@streethex.com,8,33.8,117,electric
qpapasergi@stanredtax.com,5,28.3,196,gas
qzepp@ganjaflex.com,5,61.1,126,electric
racey@yearin.com,3,77.1,113,electric
racey@yearin.com,6,21.2,111,gas
ralbares@nam-zim.com,1,60.9,134,gas
ralbares@y-corporation.com,2,49.4,197,gas
ramyot@isdom.com,2,19.0,114,heat pump
ramyot@isdom.com,4,61.9,184,thermosolar
rankeny@nam-zim.com,1,13.6,164,gas
rarceo@blackzim.com,1,36.8,197,electric
raredondo@faxquote.com,1,27.3,183,electric
rauber@konex.com,1,13.3,149,gas
rbergesen@singletechno.com,1,20.7,115,electric
rbevelacqua@betatech.com,3,53.5,NULL,thermosolar
rbirkner@plusstrip.com,3,30.8,96,electric
rbolognia@finhigh.com,3,59.3,132,thermosolar
rbolognia@finhigh.com,7,52.8,170,electric
rborgman@toughzap.com,1,16.3,113,electric
rbrideau@iselectrics.com,1,15.4,NULL,electric
rbrideau@y-corporation.com,2,35.0,114,electric
rbrideau@y-corporation.com,4,30.0,195,electric
rbrossart@gogozoom.com,5,13.2,117,gas
rbrucato@sonron.com,4,82.5,92,gas
rbrucato@streethex.com,6,60.6,NULL,electric
rcallaro@groovestreet.com,1,45.5,115,gas
rcandlish@treequote.com,1,51.1,NULL,gas
rcantres@silis.com,2,90.2,97,electric
rcantres@silis.com,6,15.4,172,thermosolar
rcantres@sonron.com,2,14.8,128,electric
rcentini@bioplex.com,1,44.2,149,electric
rchaffins@condax.com,3,43.8,118,electric
rchickering@gogozoom.com,1,15.4,190,electric
rchickering@gogozoom.com,3,40.3,143,electric
rcorrio@newex.com,1,28.2,104,electric
rcoyier@finhigh.com,3,55.0,147,gas
rdenooyer@hatfan.com,2,10.6,110,gas
rdenooyer@openlane.com,3,64.0,92,gas
rdenooyer@plexzap.com,2,47.7,94,gas
rdenooyer@plexzap.com,4,18.2,212,thermosolar
rdevreese@yearin.com,3,36.8,167,gas
rdewar@j-texon.com,3,16.7,215,thermosolar
rdhamer@golddex.com,2,17.6,141,gas
rdhamer@golddex.com,3,14.1,NULL,thermosolar
reanes@toughzap.com,3,14.0,167,electric
rehmann@bioholding.com,1,42.7,107,gas
rehmann@fasehatice.com,5,48.3,200,electric
remigh@treequote.com,2,59.0,129,electric
reroman@y-corporation.com,2,53.5,106,gas
reroman@y-corporation.com,3,19.2,NULL,gas
reschberger@streethex.com,3,12.8,183,gas
rfeichtner@zotware.com,1,60.2,171,heat pump
rfelger@dambase.com,3,30.7,169,electric
rfelger@dambase.com,6,19.0,111,electric
rfigeroa@streethex.com,3,79.5,185,gas
rfillingim@konex.com,3,26.1,119,electric
rflister@fasehatice.com,3,95.0,142,gas
rgellinger@stanredtax.com,2,36.3,116,electric
rgellinger@stanredtax.com,4,72.0,133,electric
rgesick@kan-code.com,1,63.5,248,thermosolar
rglick@xx-zobam.com,1,10.2,NULL,electric
rgochal@hottechi.com,5,10.8,128,electric
rgood@nam-zim.com,5,49.7,NULL,electric
rgood@nam-zim.com,6,84.2,118,electric
rharoldson@plexzap.com,1,31.1,135,gas
rharoldson@plexzap.com,2,37.5,NULL,thermosolar
rharoldson@yearin.com,4,37.2,103,electric
rheimann@konex.com,1,45.1,94,gas
rhiatt@warephase.com,2,74.3,240,electric
rhiatt@zathunicon.com,2,40.0,160,electric
rhollack@labdrill.com,1,88.4,102,heat pump
rinouye@rundofase.com,3,61.4,108,electric
