email,order_entered,heating_seasonal_performance_factor,seasonal_energy_efficiency_rating
gpedrozo@betatech.com,12,15.4,37.7
gperez@zumgoity.com,1,24.2,42.2
gperin@treequote.com,2,30.4,46.3
gperin@year-job.com,1,14.5,42.9
gperin@year-job.com,3,21.0,26.9
gpoquette@konex.com,1,19.8,38.1
greiber@y-corporation.com,3,19.0,46.3
grentfro@iselectrics.com,1,18.4,44.9
grentfro@iselectrics.com,3,27.6,49.2
grentfro@treequote.com,4,20.1,40.0
grhymes@konmatfix.com,5,28.0,52.9
grhymes@konmatfix.com,6,25.6,23.3
grochin@opentech.com,1,23.5,44.4
grodeigues@hatfan.com,4,20.1,42.1
grodeigues@treequote.com,3,14.7,28.7
grodenberger@lexiqvolax.com,1,21.9,35.0
growling@konex.com,1,21.1,42.7
grulapaugh@codehow.com,1,24.5,36.6
gsahagun@rangreen.com,1,15.1,56.8
gsahagun@rangreen.com,3,23.7,40.5
gsamara@mathtouch.com,2,20.8,54.3
gsamu@funholding.com,3,24.8,40.2
gsarbacher@conecom.com,1,32.6,37.5
gsarbacher@conecom.com,2,21.9,39.0
gschieler@finhigh.com,2,31.0,45.0
gschieler@finhigh.com,5,17.9,56.5
gschieler@finhigh.com,6,21.1,45.2
gscriven@plexzap.com,1,19.6,45.5
gscriven@plexzap.com,2,17.6,61.4
gsengbusch@treequote.com,1,15.7,44.9
gsengbusch@treequote.com,2,25.8,41.2
gsilvestrini@ron-tech.com,1,27.4,61.9
gsilvestrini@toughzap.com,1,28.9,43.6
gsimilton@warephase.com,1,18.3,50.6
gskulski@zotware.com,2,24.0,34.3
gskursky@yearin.com,1,15.5,44.0
gspringe@bioplex.com,2,20.7,43.8
gstockham@sunnamplex.com,1,23.7,37.5
gstockham@sunnamplex.com,2,19.1,44.4
gtagala@dambase.com,1,22.6,33.3
gtawil@toughzap.com,2,22.1,36.1
gtawil@toughzap.com,3,21.3,48.3
gthyberg@rantouch.com,2,19.6,32.7
gthyberg@rantouch.com,3,23.7,62.6
gtimenez@y-corporation.com,2,24.1,34.3
gtimenez@y-corporation.com,3,19.6,38.4
gtjepkema@codehow.com,1,20.2,32.8
gtjepkema@codehow.com,2,22.6,41.4
gtjepkema@codehow.com,3,18.4,58.0
gtjepkema@codehow.com,4,22.4,33.2
gtjepkema@plusstrip.com,1,28.9,53.4
gtjepkema@plusstrip.com,5,21.9,34.1
gtomasulo@scottech.com,3,24.3,46.1
gtomasulo@year-job.com,2,24.4,40.9
gtomasulo@year-job.com,4,26.7,29.9
gtomblin@statholdings.com,2,21.3,11.3
gtomblin@statholdings.com,4,27.2,51.3
gtromblay@singletechno.com,4,26.3,30.5
gturinetti@mathtouch.com,1,22.5,40.3
gturinetti@mathtouch.com,2,21.5,55.4
gvanheusen@faxquote.com,1,21.0,45.1
gvenere@cancity.com,1,21.8,53.9
gvenere@gogozoom.com,6,19.8,53.0
gvenere@gogozoom.com,9,23.2,44.5
gventura@toughzap.com,1,27.9,53.2
gwaycott@sumace.com,2,17.7,51.9
gwaycott@sumace.com,6,16.6,34.0
gwaymire@bioplex.com,1,22.1,60.9
gwaymire@bioplex.com,3,18.6,38.9
gweglarz@opentech.com,2,29.2,41.8
gweglarz@opentech.com,3,21.3,48.6
gwiklund@cancity.com,1,23.7,28.8
gwiklund@cancity.com,2,19.3,40.8
gwildfong@kan-code.com,2,22.9,39.6
gworlds@lexiqvolax.com,1,16.4,64.2
gwrinkles@hatfan.com,4,18.4,31.9
gwrinkles@hatfan.com,7,22.6,37.9
habdallah@golddex.com,1,23.1,44.4
hbarfield@isdom.com,1,19.7,45.6
hbarfield@isdom.com,4,18.2,64.2
hbevelacqua@inity.com,1,26.8,50.0
hbevelacqua@konmatfix.com,1,28.6,58.3
hbevelacqua@konmatfix.com,3,23.3,37.1
hbevelacqua@konmatfix.com,5,24.9,55.1
hbevelacqua@konmatfix.com,6,22.2,40.0
hblackwood@konex.com,1,29.6,53.0
hboulter@cancity.com,1,24.0,49.3
hbuemi@newex.com,1,27.9,49.3
hbuemi@newex.com,2,17.3,16.0
hbuvens@betatech.com,3,20.8,21.3
hcandlish@kinnamplus.com,2,20.5,43.6
hchavous@gogozoom.com,2,24.2,39.0
hchavous@openlane.com,1,22.4,58.5
hchavous@openlane.com,3,21.3,36.3
hchickering@dambase.com,2,12.8,46.9
hchickering@dambase.com,3,32.6,42.6
hcork@betatech.com,1,19.3,31.6
hcork@betatech.com,4,23.4,51.3
hcoyier@goodsilron.com,3,28.0,18.0
hcrupi@dontechi.com,1,8.2,43.5
hcrupi@dontechi.com,2,17.2,48.6
hcrupi@dontechi.com,3,25.9,36.2
hdelasancha@finjob.com,1,25.6,49.4
hdemesa@zoomit.com,1,25.0,57.6
hdemesa@zoomit.com,2,11.1,42.2
hdemesa@zoomit.com,4,26.3,50.0
hdemesa@zoomit.com,7,27.7,56.2
hdewar@domzoom.com,1,20.1,45.5
hdorshorst@ontomedia.com,1,17.0,22.0
heroman@treequote.com,3,25.3,45.7
heroman@treequote.com,4,23.0,37.0
hfillingim@kan-code.com,3,20.5,44.0
hfoller@doncon.com,2,16.5,38.6
hfoller@doncon.com,5,20.8,42.0
hfrancescon@iselectrics.com,2,27.5,27.9
hfrerking@bioplex.com,1,15.4,11.3
hfrerking@bioplex.com,2,18.3,33.6
hfrey@inity.com,1,20.4,55.1
hfrey@inity.com,3,18.0,27.6
hfunnell@zencorporation.com,2,22.2,46.8
hgato@ontomedia.com,1,21.9,47.0
hgesick@betasoloin.com,2,26.3,64.0
hgiguere@zotware.com,2,22.4,30.4
hgood@groovestreet.com,1,17.8,40.2
hgrenet@streethex.com,1,17.3,49.2
hhagele@konex.com,2,30.8,33.9
hharabedian@zotware.com,2,25.1,34.8
hharabedian@zotware.com,3,25.6,37.8
hheintzman@zencorporation.com,1,20.6,47.1
hheintzman@zencorporation.com,4,23.7,42.9
hhoffis@zumgoity.com,1,21.3,43.4
hhoneywell@groovestreet.com,4,25.5,52.4
hhoneywell@labdrill.com,3,21.5,56.3
hhughey@ganjaflex.com,3,17.9,37.0
hhughey@ganjaflex.com,5,22.0,64.1
hkannady@silis.com,3,17.8,38.2
hkannady@silis.com,5,18.0,48.9
hkannady@silis.com,6,24.4,35.4
hkippley@faxquote.com,3,21.4,46.2
hkownacki@kan-code.com,4,25.4,38.4
hkownacki@kan-code.com,7,23.4,39.4
hkusko@rundofase.com,1,27.6,42.5
hleinenbach@plexzap.com,3,26.7,41.7
hleinenbach@zoomit.com,1,26.3,32.7
hlinahan@scottech.com,4,26.2,43.7
hlizama@zoomit.com,1,20.9,26.7
hlouissant@dalttechnology.com,1,25.8,52.9
hlouissant@dalttechnology.com,3,20.2,50.1
hlouissant@j-texon.com,2,20.3,34.9
hlouissant@rundofase.com,1,21.7,57.4
hlouissant@rundofase.com,2,22.3,61.5
hlouissant@rundofase.com,3,13.4,45.3
hmalet@funholding.com,1,17.0,41.4
hmalet@funholding.com,5,23.3,47.8
hmclaird@bioplex.com,5,24.9,46.3
hmclaird@bioplex.com,6,25.1,21.8
hmeteer@openlane.com,1,25.0,59.9
hmeteer@openlane.com,2,23.0,46.8
hnachor@green-plus.com,2,23.5,53.1
hnachor@green-plus.com,4,26.5,35.1
hnayar@finhigh.com,2,21.7,31.3
hnayar@finhigh.com,3,24.2,38.3
hnievas@groovestreet.com,1,17.6,39.8
holdroyd@silis.com,2,17.2,37.5
hpadilla@zathunicon.com,2,30.5,54.5
hpelkowski@hottechi.com,2,28.8,48.0
hpelkowski@hottechi.com,3,17.8,38.3
hrhymes@codehow.com,1,19.8,34.5
hrhymes@codehow.com,2,23.9,32.6
hrhymes@codehow.com,3,17.9,57.5
hrhymes@codehow.com,4,23.2,70.1
hrim@dalttechnology.com,3,20.6,69.7
hrim@dalttechnology.com,4,19.9,41.1
hriopelle@y-corporation.com,1,24.6,53.9
hsaulter@ontomedia.com,3,14.9,40.5
hsaulter@ontomedia.com,5,20.3,56.6
hsaulter@ontomedia.com,7,23.2,51.2
hsaulter@scotfind.com,1,27.5,38.6
hsaulter@scotfind.com,5,19.4,43.3
hscheyer@goodsilron.com,3,29.4,28.8
hschmierer@plusstrip.com,3,22.3,32.6
hsergi@year-job.com,1,23.0,45.3
hsergi@year-job.com,2,18.9,53.5
hsergi@year-job.com,3,29.9,51.4
hsergi@year-job.com,4,17.3,53.9
hsetter@bioholding.com,1,25.6,49.5
hsetter@bioholding.com,6,14.9,35.4
hsetter@bioholding.com,7,19.3,31.6
hstimmel@bioholding.com,1,27.9,34.6
hstorment@konmatfix.com,1,21.6,54.8
hstorment@konmatfix.com,4,21.8,59.6
hstorment@konmatfix.com,5,22.6,48.0
hstorment@konmatfix.com,6,19.1,52.2
hstorment@konmatfix.com,7,23.0,39.5
hsuell@mathtouch.com,1,25.5,52.9
hsuell@mathtouch.com,2,14.3,47.0
htawil@conecom.com,2,19.2,49.8
htegarden@finjob.com,3,25.7,56.7
hthreets@gogozoom.com,3,14.7,43.7
htjepkema@green-plus.com,1,24.2,63.5
hvanheusen@nam-zim.com,3,27.2,38.7
hventura@inity.com,2,17.0,29.3
hventura@inity.com,3,23.5,42.4
hventura@inity.com,5,19.5,48.0
hventura@inity.com,7,18.2,30.5
hvillanueva@mathtouch.com,3,22.3,43.4
hweglarz@plexzap.com,1,25.1,37.0
hweglarz@plexzap.com,3,21.5,40.3
hwhobrey@ron-tech.com,1,21.5,29.2
hwildfong@zotware.com,1,23.1,51.2
hwolny@j-texon.com,1,21.0,74.7
hwolny@j-texon.com,2,26.5,38.3
hzepp@ganjaflex.com,2,24.1,52.5
hzepp@ganjaflex.com,3,19.8,72.0
hzepp@kan-code.com,1,22.4,18.7
ialbares@sunnamplex.com,1,23.8,43.6
ialbares@sunnamplex.com,4,27.6,45.1
iandreason@plusstrip.com,1,23.2,36.2
iauffrey@plussunin.com,3,21.8,35.6
iauffrey@plussunin.com,4,24.9,50.6
ibachman@zoomit.com,1,17.9,41.3
iclaucherty@zoomit.com,1,17.9,60.4
iclaucherty@zoomit.com,3,36.4,46.6
idubaldi@zumgoity.com,1,17.5,36.0
idubaldi@zumgoity.com,2,20.3,53.5
ifeichtner@silis.com,5,23.6,38.6
ifeichtner@silis.com,7,25.0,15.1
iisaacs@doncon.com,2,31.2,26.8
ikoppinger@stanredtax.com,4,21.5,40.2
ikownacki@gogozoom.com,1,20.8,27.2
imalvin@ontomedia.com,1,25.8,48.4
imanno@finhigh.com,5,21.3,53.2
imaynerich@newex.com,1,20.5,45.6
imunns@dontechi.com,3,21.7,49.8
ipaa@plexzap.com,1,20.9,43.3
ipaa@plexzap.com,2,16.7,19.8
ipaa@plexzap.com,3,25.1,46.4
iparvis@scotfind.com,1,19.4,37.7
irodeigues@konex.com,3,28.4,46.0
iscipione@j-texon.com,1,23.7,54.9
iscipione@j-texon.com,2,26.6,43.6
iscipione@j-texon.com,3,19.7,33.6
iscipione@j-texon.com,9,19.8,33.0
itomasulo@zotware.com,4,17.8,42.1
jarias@labdrill.com,2,23.9,44.0
jarias@labdrill.com,6,14.9,58.3
jarias@labdrill.com,10,17.3,57.7
jbayless@scottech.com,1,21.7,53.1
jbayless@scottech.com,4,22.1,55.3
jbeech@zumgoity.com,2,20.1,64.5
jbeech@zumgoity.com,3,25.8,45.6
jbevelacqua@codehow.com,3,17.0,45.9
jblackwood@stanredtax.com,2,13.2,34.8
jblackwood@stanredtax.com,3,21.2,32.8
jblunk@kinnamplus.com,1,23.4,51.9
jbookamer@dambase.com,1,23.7,38.8
jbookamer@dambase.com,2,28.9,41.4
jbookamer@donquadtech.com,5,19.6,39.6
jbookamer@donquadtech.com,6,28.5,45.8
jborgman@codehow.com,2,24.2,47.4
jborgman@codehow.com,3,19.8,32.1
jborgman@statholdings.com,2,22.9,36.6
jboulter@groovestreet.com,2,22.3,23.1
jbourbon@funholding.com,2,20.0,39.0
jbourbon@funholding.com,4,18.4,53.7
jbourbon@y-corporation.com,1,21.9,51.6
jbrideau@finhigh.com,2,15.9,40.5
jbruschke@stanredtax.com,1,24.3,45.9
jbuemi@mathtouch.com,3,31.2,31.4
jbuvens@toughzap.com,1,25.9,29.5
jbuzick@funholding.com,1,23.6,48.9
jbuzick@funholding.com,3,22.1,12.1
jcaiafa@fasehatice.com,3,27.0,41.2
jcampain@betasoloin.com,1,21.0,18.7
jcantres@sumace.com,2,27.2,39.3
jcartan@golddex.com,3,24.3,26.6
jcartan@opentech.com,4,19.1,37.3
jcartan@opentech.com,5,22.7,43.4
jcartan@opentech.com,6,26.6,36.6
jchesterfield@konmatfix.com,4,21.9,35.7
jchui@donquadtech.com,1,21.0,46.3
jchui@donquadtech.com,3,28.2,30.6
jchui@lexiqvolax.com,3,27.7,55.4
jcolla@hatfan.com,2,20.8,52.7
jcolla@hatfan.com,3,22.9,51.5
jcolla@silis.com,1,27.4,31.7
jcomnick@zathunicon.com,1,20.8,44.8
jcoody@codehow.com,1,24.4,50.1
jcoody@codehow.com,2,26.9,41.8
jcoody@codehow.com,5,20.4,43.6
jcoody@codehow.com,9,23.5,36.6
jcorrington@hottechi.com,3,26.6,40.9
jcraghead@singletechno.com,3,16.8,27.1
jcraghead@singletechno.com,6,19.7,42.9
jdenooyer@treequote.com,1,25.5,32.7
jdenooyer@treequote.com,3,18.0,37.2
jemigh@dambase.com,1,22.5,44.2
jemigh@dambase.com,3,22.6,41.7
jennaco@labdrill.com,2,23.7,44.3
jennaco@labdrill.com,4,24.9,25.1
jeschberger@openlane.com,3,16.8,40.6
jeschberger@openlane.com,4,18.2,59.3
jfallick@gogozoom.com,1,22.6,44.5
jfarrar@bioplex.com,3,24.1,31.0
jfarrow@condax.com,1,22.6,33.4
jfelger@plexzap.com,1,24.3,36.7
jfelger@yearin.com,3,18.5,51.3
jfern@toughzap.com,2,20.4,36.4
jfigeroa@betasoloin.com,2,20.9,54.6
jfillingim@zathunicon.com,1,21.4,36.7
jfillingim@zathunicon.com,4,23.8,56.8
jfishburne@xx-zobam.com,1,20.0,57.9
jfishburne@xx-zobam.com,3,28.6,56.2
jflister@lexiqvolax.com,3,19.0,40.9
jfortino@sonron.com,1,23.0,34.2
jfortino@sonron.com,2,19.7,49.4
jfrancescon@funholding.com,3,14.7,34.8
jfrankel@ontomedia.com,1,30.0,37.9
jfrankel@silis.com,2,24.0,52.9
jfredicks@bioholding.com,1,26.8,32.6
jfredicks@hatfan.com,1,17.7,49.4
jfredicks@hatfan.com,2,24.0,40.5
jfredicks@hatfan.com,4,21.3,48.1
jfredicks@konex.com,3,21.7,47.8
jfredicks@nam-zim.com,1,15.9,50.7
jfunnell@dambase.com,3,21.5,33.5
jfunnell@konmatfix.com,1,31.6,51.5
jfunnell@konmatfix.com,5,19.2,53.2
jgalam@kan-code.com,1,15.7,37.0
jgalam@kan-code.com,2,25.3,38.6
jgalam@statholdings.com,1,20.3,35.3
jgato@singletechno.com,1,22.7,34.0
jgehrett@finjob.com,1,26.2,52.4
jgiguere@stanredtax.com,1,22.2,31.6
jgleich@treequote.com,2,21.8,47.6
jglick@golddex.com,1,23.8,45.9
jglick@plussunin.com,1,20.7,39.4
jgoldammer@green-plus.com,2,30.8,50.1
jgotter@labdrill.com,1,18.5,35.2
jgwalthney@faxquote.com,2,25.2,28.2
jgwalthney@faxquote.com,3,22.4,39.1
jhagele@opentech.com,2,26.5,25.3
jhalter@j-texon.com,2,21.5,50.7
jharoldson@j-texon.com,4,22.8,40.7
jharoldson@statholdings.com,1,20.7,29.7
jhiatt@kan-code.com,2,23.4,35.6
jhiatt@kan-code.com,3,24.2,28.9
jhidvegi@labdrill.com,5,22.6,46.1
jhidvegi@labdrill.com,6,20.8,50.3
jhidvegi@labdrill.com,7,16.7,33.0
jhoa@fasehatice.com,1,22.4,36.9
jhoa@kan-code.com,1,21.4,45.9
jhoa@kan-code.com,3,15.9,40.4
jhochard@condax.com,3,23.7,43.9
jhoffis@rantouch.com,1,29.3,39.8
jhoffis@rantouch.com,2,21.6,38.6
jhoopengardner@golddex.com,2,18.1,47.4
jhoopengardner@golddex.com,3,21.7,43.1
jhusser@plexzap.com,1,26.5,49.3
jhusser@plexzap.com,2,17.9,29.2
jhusser@plexzap.com,4,24.0,37.4
jhusser@zumgoity.com,1,24.5,61.5
jhusser@zumgoity.com,3,14.7,24.1
jisaacs@plussunin.com,1,19.3,40.9
jisaacs@plussunin.com,3,18.5,51.7
jjacobos@ganjaflex.com,1,19.7,57.9
jjacobos@ganjaflex.com,3,16.4,48.5
jjacobos@groovestreet.com,1,25.0,43.9
jjillson@ontomedia.com,3,23.8,47.6
jjillson@ontomedia.com,5,26.6,21.8
jjillson@ontomedia.com,8,26.6,37.6
jjillson@ontomedia.com,10,22.8,51.3
jkalafatis@conecom.com,1,18.7,44.0
jkalafatis@conecom.com,2,21.9,45.3
jkalafatis@conecom.com,3,15.4,34.4
jkalafatis@rundofase.com,1,28.9,39.6
jkalafatis@sunnamplex.com,3,27.7,47.9
jkaniecki@ron-tech.com,4,17.5,51.9
jkarpel@warephase.com,1,23.8,35.7
jkarpel@warephase.com,2,25.2,42.2
jkarpel@warephase.com,3,20.5,56.7
jkarpin@scottech.com,3,23.5,48.5
jkippley@dalttechnology.com,1,15.6,32.7
jkitzman@newex.com,3,35.9,48.6
jkitzman@plexzap.com,1,20.4,55.2
jklusman@nam-zim.com,1,25.2,42.4
jklusman@rantouch.com,1,20.2,32.7
jklusman@rantouch.com,2,23.4,56.3
jkownacki@donquadtech.com,3,24.6,42.4
jkownacki@statholdings.com,1,18.9,34.8
jkusko@kan-code.com,4,18.5,78.1
jlabreche@kinnamplus.com,2,18.3,47.7
jlabreche@xx-zobam.com,1,23.8,46.5
jlatzke@zotware.com,1,22.9,44.9
jlayous@zencorporation.com,1,18.1,44.7
jlayous@zencorporation.com,2,18.2,68.9
jlayous@zencorporation.com,4,20.8,50.5
jlietz@plexzap.com,1,21.5,36.7
jlindall@ron-tech.com,1,27.0,30.9
jlindall@ron-tech.com,2,23.8,24.2
jlindall@ron-tech.com,4,23.6,39.5
jlukasik@blackzim.com,2,22.4,47.1
jlukasik@blackzim.com,3,12.7,50.9
jlungren@faxquote.com,2,29.2,33.0
jlungren@faxquote.com,3,16.5,61.9
jlungren@isdom.com,1,28.4,28.6
jmaclead@labdrill.com,1,22.6,35.8
jmai@opentech.com,2,17.7,56.3
jmai@opentech.com,3,16.8,51.8
jmaillard@zumgoity.com,3,18.4,55.3
jmallett@openlane.com,3,14.8,27.0
jmalvin@faxquote.com,2,25.8,36.9
jmarrier@kinnamplus.com,1,20.6,41.5
jmarrier@kinnamplus.com,4,15.3,29.2
jmastella@warephase.com,3,27.5,44.9
jmastella@warephase.com,4,21.6,39.4
jmaynerich@zoomit.com,1,23.2,47.5
jmclaird@xx-holding.com,1,16.3,39.4
jmcrae@newex.com,2,19.2,43.0
jmeisel@hatfan.com,1,21.4,36.1
jmeisel@labdrill.com,1,24.9,42.2
jmenter@streethex.com,1,18.7,38.1
jmerced@mathtouch.com,3,23.3,53.4
jmerced@mathtouch.com,4,20.4,35.0
jmirafuentes@donquadtech.com,1,15.3,42.2
jmiro@donware.com,2,26.5,55.9
jmonarrez@doncon.com,2,18.1,35.9
jmonarrez@doncon.com,3,21.8,43.5
jmondella@betatech.com,1,14.8,47.0
jmondella@scotfind.com,2,24.4,43.5
jmondella@scotfind.com,4,19.2,34.5
jmondella@scotfind.com,6,27.0,39.3
jmotley@scottech.com,2,22.4,37.2
jmotley@warephase.com,5,16.5,38.5
jmotley@warephase.com,6,27.2,48.8
jmunns@openlane.com,1,22.7,29.8
jmunns@treequote.com,1,23.8,39.0
jmunns@treequote.com,2,17.1,39.9
jmyricks@donware.com,2,15.3,46.4
jmyricks@plussunin.com,4,21.1,47.3
jneither@scotfind.com,1,30.1,41.0
jneither@scotfind.com,3,23.9,37.2
jneither@scotfind.com,4,22.1,26.9
jnewville@j-texon.com,2,21.2,33.9
jogg@goodsilron.com,1,20.3,67.5
jogg@goodsilron.com,2,26.0,49.7
jogg@ron-tech.com,1,20.1,45.8
jogg@ron-tech.com,3,23.8,41.6
jogg@ron-tech.com,5,22.1,40.3
jogg@ron-tech.com,7,23.7,56.0
joles@groovestreet.com,1,22.2,47.5
joles@groovestreet.com,2,22.7,43.8
joles@groovestreet.com,3,27.6,43.8
joles@groovestreet.com,4,21.1,30.3
jostolaza@sonron.com,1,20.5,33.5
jostolaza@sonron.com,2,22.3,48.2
jpatak@treequote.com,1,25.1,38.8
jpinilla@golddex.com,3,25.3,45.5
jrantanen@ron-tech.com,1,26.6,39.7
jrantanen@ron-tech.com,5,16.0,49.9
jrantanen@ron-tech.com,6,19.5,36.5
jregusters@openlane.com,2,19.8,48.0
jregusters@openlane.com,3,15.9,38.3
jreiber@ron-tech.com,1,21.4,23.9
jreiber@ron-tech.com,2,18.6,31.0
jrhym@bioplex.com,1,26.2,47.5
jrhym@bioplex.com,3,18.0,48.2
jrhymes@silis.com,1,21.9,53.7
jrim@konex.com,4,19.7,33.8
jrodefer@green-plus.com,3,26.1,32.6
jrodeigues@treequote.com,1,24.5,37.4
jrowling@xx-zobam.com,1,22.1,39.0
jsahagun@statholdings.com,2,19.8,27.2
jsahagun@statholdings.com,3,22.0,27.7
jsarao@zencorporation.com,1,21.4,41.8
jsarao@zencorporation.com,4,21.7,39.8
jsaras@donquadtech.com,2,29.1,55.0
jsaras@donquadtech.com,3,24.7,38.1
jsaras@singletechno.com,3,25.1,50.8
jsarbacher@zotware.com,1,16.4,33.6
jsaylors@ontomedia.com,1,21.8,56.7
jsaylors@ontomedia.com,3,26.0,39.3
jschmierer@zumgoity.com,2,18.1,38.5
jscriven@doncon.com,6,25.3,43.1
jscriven@doncon.com,11,21.7,37.1
jscriven@gogozoom.com,1,20.9,17.6
jscriven@gogozoom.com,2,20.9,47.8
jscriven@gogozoom.com,4,38.3,42.2
jscriven@j-texon.com,1,20.4,48.5
jseewald@kinnamplus.com,2,24.8,39.5
jsetter@labdrill.com,2,18.6,45.1
jshields@betasoloin.com,4,23.5,41.9
jshin@finjob.com,4,25.6,67.4
jshinko@ontomedia.com,3,22.8,55.2
jshinko@ontomedia.com,4,24.3,50.2
jshinko@ontomedia.com,6,23.1,38.3
jsimilton@j-texon.com,1,29.6,48.6
jsimilton@j-texon.com,2,15.2,44.1
jsimilton@j-texon.com,4,25.3,50.6
jsimilton@plusstrip.com,1,16.6,31.2
jskursky@konmatfix.com,3,16.5,46.9
jslusarski@warephase.com,1,19.9,26.4
jslusarski@warephase.com,3,24.6,58.2
jslusarski@xx-zobam.com,2,22.6,43.4
jsmith@zathunicon.com,4,19.3,48.8
jsmith@zathunicon.com,7,17.4,34.7
jsmith@zathunicon.com,9,15.3,36.4
jspickerman@donquadtech.com,2,20.0,26.5
jspickerman@donquadtech.com,3,24.3,41.6
jspickerman@donquadtech.com,6,22.5,67.3
jstaback@cancity.com,1,19.9,40.7
jstaback@lexiqvolax.com,3,20.1,60.6
jsteier@streethex.com,1,17.9,55.5
jstockham@gogozoom.com,1,14.6,32.9
jstrassner@faxquote.com,1,24.0,49.2
jsuell@zencorporation.com,1,23.5,45.2
jswayze@zoomit.com,1,24.8,41.2
jswayze@zoomit.com,3,23.7,61.3
jsweely@betasoloin.com,2,22.8,37.2
jsweely@betasoloin.com,3,27.9,57.8
jsweely@labdrill.com,3,24.2,46.3
jsweigard@green-plus.com,1,25.7,38.1
jsweigard@green-plus.com,2,27.8,56.0
jsyrop@hatfan.com,4,24.9,63.6
jtegarden@isdom.com,1,24.1,56.3
jtegarden@isdom.com,2,22.5,42.5
jtegarden@isdom.com,4,22.6,49.3
jtheodorov@kan-code.com,2,20.1,51.5
jtimenez@hatfan.com,1,17.3,19.1
jtomasulo@scottech.com,5,20.7,35.3
jtomblin@scotfind.com,1,15.3,41.2
jtreston@dalttechnology.com,3,18.4,53.4
jtromblay@mathtouch.com,1,24.9,18.0
jtromblay@mathtouch.com,2,25.4,52.7
jupthegrove@plussunin.com,1,25.0,56.7
jupthegrove@singletechno.com,1,24.2,35.7
juyetake@xx-holding.com,1,16.0,49.1
juyetake@zathunicon.com,1,26.0,56.9
jvenere@warephase.com,1,22.5,49.2
jvinning@doncon.com,1,20.8,29.5
jvinning@isdom.com,1,25.4,53.2
jvinning@isdom.com,2,20.0,50.9
jvinning@isdom.com,3,26.7,34.3
jvizarro@ganjaflex.com,1,15.7,25.0
jvizarro@ganjaflex.com,3,22.9,55.8
jwalthall@ontomedia.com,2,28.7,47.9
jwalthall@ontomedia.com,3,24.0,46.5
jwenzinger@inity.com,1,15.8,26.9
jwenzinger@inity.com,2,29.2,48.2
jwenzinger@inity.com,3,22.3,48.0
jwildfong@zotware.com,1,19.7,36.3
jwildfong@zotware.com,3,25.2,22.7
jwildfong@zotware.com,5,22.0,50.4
jwildfong@zotware.com,6,27.0,39.1
jyaw@lexiqvolax.com,3,25.3,49.0
jyglesias@zumgoity.com,3,19.5,48.4
jyglesias@zumgoity.com,5,23.1,32.0
jyglesias@zumgoity.com,6,19.2,67.2
kabdallah@condax.com,2,24.4,45.8
kabdallah@condax.com,4,20.3,49.4
kagramonte@labdrill.com,1,26.9,50.3
kalbares@openlane.com,2,16.6,40.4
kamyot@labdrill.com,4,21.7,42.7
kamyot@labdrill.com,6,22.1,30.6
kankeny@statholdings.com,3,22.0,36.8
kauber@finjob.com,1,19.1,53.3
kbenimadho@konex.com,3,24.0,56.0
kbergesen@xx-holding.com,1,17.9,41.6
kberlanga@finjob.com,1,28.0,38.2
kberlanga@finjob.com,2,21.7,37.0
kberlanga@finjob.com,3,22.1,58.3
kberlanga@ron-tech.com,1,22.6,34.8
kberray@year-job.com,1,21.8,41.7
kbevelacqua@blackzim.com,1,22.4,34.5
kbevelacqua@xx-zobam.com,3,24.6,50.2
kbiddy@betatech.com,1,20.3,32.4
kbirkner@statholdings.com,3,17.2,58.8
kbookamer@golddex.com,3,25.6,45.7
kbourbon@domzoom.com,1,25.5,41.2
kbrachle@doncon.com,1,25.8,35.1
kbreland@iselectrics.com,2,18.0,31.8
kbreland@kinnamplus.com,2,24.1,46.8
kbrossart@dontechi.com,1,19.5,51.5
kburnard@plexzap.com,1,26.5,31.2
kcampain@xx-zobam.com,4,20.1,41.9
kcartan@inity.com,5,20.1,36.8
kcartan@rantouch.com,1,15.9,45.5
kcaudy@kinnamplus.com,1,20.3,63.2
kcaudy@kinnamplus.com,4,23.3,43.9
kcentini@dontechi.com,2,26.5,28.7
kcentini@dontechi.com,3,25.7,36.3
kcetta@plexzap.com,4,24.2,48.4
kcomnick@bioholding.com,2,23.9,53.6
kcomnick@bioholding.com,3,21.5,49.2
kcorrington@sunnamplex.com,1,18.3,47.4
kcorrington@sunnamplex.com,2,30.9,43.9
kcorrington@sunnamplex.com,3,27.5,40.1
kcousey@zotware.com,3,23.6,35.8
kcraghead@singletechno.com,1,18.6,43.3
kcrupi@funholding.com,2,26.6,52.1
kcrupi@yearin.com,1,28.9,56.0
kdallen@newex.com,1,22.5,30.3
kdallen@newex.com,3,24.7,50.7
kdaufeldt@groovestreet.com,1,22.1,48.3
kdaufeldt@groovestreet.com,2,22.1,31.5
kdaufeldt@groovestreet.com,3,19.2,62.6
kdegonia@donware.com,1,19.5,43.4
kdegroot@bioholding.com,1,19.8,56.4
kdelasancha@codehow.com,1,18.5,52.9
kdemesa@openlane.com,4,21.1,49.2
kdevreese@goodsilron.com,1,19.6,46.0
kdopico@codehow.com,1,19.6,54.6
kduenas@conecom.com,2,17.0,51.6
kduenas@conecom.com,3,16.2,68.7
kduenas@conecom.com,4,29.3,41.1
kferencz@fasehatice.com,3,21.0,43.6
kferrario@bioholding.com,1,18.4,34.2
kferrario@bioholding.com,3,20.5,50.7
