email,square_footage,household_type,thermostat_setting_heating,thermostat_setting_cooling,postal_code
rshadrick@ron-tech.com,794,house,70,NULL,95838
rshin@golddex.com,1151,apartment,75,72,38328
rsilvestrini@hatfan.com,704,apartment,71,71,73642
rskulski@dontechi.com,437,apartment,64,73,98599
rstaback@faxquote.com,166,"mobile home",71,74,92316
rsteffensmeier@xx-holding.com,2064,house,69,69,32508
rsteier@labdrill.com,1164,house,72,72,10308
rstem@inity.com,1300,house,NULL,71,80302
rstenseth@j-texon.com,934,house,68,70,92354
rstoltzman@j-texon.com,885,apartment,67,NULL,20866
rstoltzman@y-corporation.com,1277,townhome,69,70,15423
rstorment@yearin.com,120,townhome,NULL,71,44816
rstrassner@goodsilron.com,584,condominium,NULL,NULL,80329
rstuer@bioplex.com,3065,house,72,71,33911
rstuer@zumgoity.com,2283,house,70,74,91214
rsturiale@funholding.com,748,apartment,69,NULL,43013
rsturiale@y-corporation.com,1308,apartment,76,74,39480
rsuell@y-corporation.com,670,apartment,77,NULL,21529
rsuffield@faxquote.com,43,apartment,74,75,45317
rswayze@conecom.com,1527,house,72,NULL,20544
rswayze@fasehatice.com,884,apartment,74,73,42402
rsweely@zoomit.com,322,"mobile home",75,68,17872
rtegarden@scottech.com,881,townhome,76,74,48153
rtegarden@silis.com,819,apartment,70,70,32147
rtheodorov@openlane.com,1374,apartment,NULL,73,02861
rtheodorov@streethex.com,1509,house,NULL,73,49126
rtillotson@doncon.com,517,apartment,NULL,74,16018
rtimenez@plexzap.com,710,condominium,NULL,72,52332
rtoelkes@konmatfix.com,133,apartment,68,NULL,37887
rtolfree@finjob.com,721,townhome,74,NULL,92709
rtomblin@faxquote.com,1376,house,70,72,18701
rtoyama@dontechi.com,1575,townhome,NULL,NULL,57262
rtromblay@yearin.com,440,apartment,72,74,29071
rvanausdal@lexiqvolax.com,952,apartment,66,NULL,41397
rvanausdal@toughzap.com,1451,house,75,73,84322
rvanheusen@cancity.com,1295,house,76,NULL,44033
rvarriano@betasoloin.com,779,apartment,75,74,45145
rventura@condax.com,1754,townhome,68,72,18631
rvinning@gogozoom.com,2182,house,76,72,52650
rvonasek@groovestreet.com,606,apartment,68,72,40256
rvonasek@newex.com,2288,house,76,75,39302
rvonasek@sumace.com,767,apartment,67,76,60037
rwalthall@gogozoom.com,1461,house,71,73,13698
rwaycott@j-texon.com,871,townhome,71,70,79565
rwenzinger@zathunicon.com,1134,house,74,72,31303
rwhobrey@hottechi.com,655,condominium,75,74,64121
rwhobrey@nam-zim.com,135,apartment,NULL,74,00984
rwitten@nam-zim.com,1183,condominium,77,75,93645
rwolfgramm@nam-zim.com,1404,house,NULL,NULL,22514
rwolny@funholding.com,1723,house,NULL,NULL,12729
rworlds@singletechno.com,4779,house,70,72,16692
rworlds@zoomit.com,2997,apartment,73,NULL,86336
ryaw@sonron.com,1039,apartment,NULL,74,64670
ryum@warephase.com,148,house,73,73,17585
rzane@zencorporation.com,973,apartment,NULL,72,56533
rzurcher@scotfind.com,978,apartment,NULL,NULL,48061
sadkin@codehow.com,883,condominium,66,69,14803
sadkin@ontomedia.com,2041,house,74,71,55436
sadkin@rangreen.com,972,house,NULL,NULL,13415
sagramonte@donquadtech.com,3566,house,68,NULL,67505
sagramonte@groovestreet.com,343,apartment,68,73,45255
salbares@donware.com,436,apartment,71,NULL,20886
samigon@labdrill.com,1035,condominium,NULL,74,76958
sandreason@goodsilron.com,294,"mobile home",73,73,03106
sandreason@scotfind.com,448,"mobile home",75,73,98082
sangalich@faxquote.com,793,house,70,73,01438
sangalich@stanredtax.com,301,"mobile home",77,73,97272
sasar@codehow.com,942,condominium,69,74,83223
sauber@ontomedia.com,1368,condominium,73,73,92314
sauffrey@xx-holding.com,158,house,71,75,65634
sbachman@xx-holding.com,953,townhome,72,71,18245
sbarfield@kan-code.com,889,apartment,72,NULL,61943
sbennick@lexiqvolax.com,813,house,NULL,72,51343
sberganza@betatech.com,747,apartment,NULL,NULL,97042
sberganza@donquadtech.com,1583,apartment,76,72,32092
sberlanga@rangreen.com,1249,house,73,75,66543
sberlanga@rantouch.com,1185,house,NULL,NULL,99561
sberray@zotware.com,629,house,68,NULL,16743
sbevelacqua@konmatfix.com,1773,apartment,67,73,13691
sbirkner@toughzap.com,1264,house,72,75,50587
sblackwood@stanredtax.com,104,townhome,75,NULL,83114
sblunk@ganjaflex.com,1366,apartment,76,75,51467
sbolognia@sunnamplex.com,1101,townhome,71,76,18109
sbookamer@doncon.com,859,townhome,71,NULL,00785
sbookamer@green-plus.com,952,apartment,78,74,57015
sboord@doncon.com,1062,apartment,65,NULL,04854
sboulter@finhigh.com,486,"mobile home",77,75,44135
sbourbon@fasehatice.com,645,townhome,73,73,16925
sbowley@donware.com,1331,condominium,76,76,13668
sbreland@newex.com,1359,condominium,66,74,27820
sbriddick@condax.com,259,house,72,NULL,35615
sbrucato@opentech.com,638,apartment,76,NULL,77375
sbruschke@toughzap.com,1740,house,70,72,54311
sbubash@toughzap.com,612,house,70,NULL,63860
sbuemi@dalttechnology.com,478,apartment,69,75,61858
scaldarera@treequote.com,2851,house,69,73,19547
scanlas@warephase.com,744,condominium,71,NULL,13141
scartan@streethex.com,369,apartment,68,NULL,08804
scartan@treequote.com,1010,house,69,73,77481
scentini@ron-tech.com,1001,apartment,73,73,17090
schaffins@golddex.com,1614,house,NULL,NULL,73301
schaffins@xx-holding.com,261,house,75,73,33417
schesterfield@zencorporation.com,403,apartment,69,NULL,06468
scloney@konmatfix.com,1410,house,71,71,03837
scolaizzo@dambase.com,916,house,NULL,73,79008
scomnick@zencorporation.com,1017,apartment,70,72,77065
scookey@stanredtax.com,468,apartment,74,69,27355
scork@j-texon.com,435,apartment,72,74,99790
scorrington@donware.com,2483,house,69,NULL,49895
scorrington@goodsilron.com,864,apartment,NULL,75,66220
sdegonia@yearin.com,787,house,67,71,34428
sdegroot@hatfan.com,1796,house,73,74,50361
sdeleo@betasoloin.com,911,house,72,75,72417
sdeleo@streethex.com,1466,house,70,NULL,58540
sdeleo@xx-zobam.com,87,townhome,71,68,27613
sdemesa@dalttechnology.com,1599,house,75,NULL,53069
sdevreese@streethex.com,2648,townhome,70,76,33037
sdewar@sonron.com,877,house,72,72,43125
sdhamer@fasehatice.com,145,house,69,72,62663
sdiestel@funholding.com,1060,condominium,72,70,00544
sdilello@bioplex.com,529,apartment,NULL,72,78752
sdopico@conecom.com,565,house,75,NULL,12031
sdopico@faxquote.com,805,apartment,NULL,NULL,27889
sdorshorst@betasoloin.com,795,townhome,70,76,53581
sdrymon@j-texon.com,747,house,72,70,11795
sduenas@cancity.com,1524,house,67,NULL,27866
sduenas@plussunin.com,1918,house,76,NULL,01059
sehmann@labdrill.com,1463,apartment,72,75,33146
sehmann@treequote.com,530,apartment,69,69,73009
semigh@finjob.com,1396,condominium,72,NULL,45695
sengelberg@rundofase.com,1528,apartment,70,68,23307
sengelberg@sunnamplex.com,1614,house,76,74,36345
sfallick@warephase.com,401,"mobile home",75,69,76261
sfarrar@newex.com,797,condominium,70,72,24535
sfelger@fasehatice.com,1720,house,76,72,49448
sfelger@plusstrip.com,1346,house,75,76,14647
sferencz@isdom.com,959,condominium,68,NULL,97131
sferrario@dalttechnology.com,809,house,NULL,NULL,76004
sferrario@inity.com,380,apartment,71,70,49027
sfillingim@finjob.com,1208,townhome,72,NULL,59926
sflosi@goodsilron.com,1990,townhome,72,NULL,13367
sfrankel@fasehatice.com,2251,townhome,73,74,79401
sfrey@openlane.com,734,townhome,69,NULL,66115
sfritz@scotfind.com,920,apartment,73,69,50528
sfunnell@newex.com,1839,house,64,74,84201
sgarufi@rundofase.com,392,apartment,76,NULL,70660
sgehrett@dontechi.com,510,"mobile home",70,73,92049
sgellinger@ganjaflex.com,977,townhome,65,72,53215
sgellinger@rundofase.com,1452,house,NULL,73,90711
sgesick@kinnamplus.com,1375,townhome,71,71,63437
sgibes@rantouch.com,1709,apartment,66,NULL,73521
sgillian@silis.com,2102,house,75,NULL,64081
sgleich@doncon.com,336,"mobile home",73,74,34228
sgleich@zoomit.com,164,apartment,73,73,61345
sgochal@goodsilron.com,591,townhome,68,73,78076
sgoldammer@j-texon.com,1595,house,72,76,20757
sgoldammer@silis.com,3409,house,NULL,72,32080
sgrenet@sonron.com,1709,house,73,75,20526
shalter@groovestreet.com,2300,house,NULL,72,80139
shalter@zathunicon.com,1282,house,68,74,53597
shamilton@conecom.com,1062,apartment,77,68,41858
sharoldson@sonron.com,976,townhome,74,72,28530
sharoldson@yearin.com,991,apartment,68,73,31729
sharoldson@zoomit.com,382,apartment,73,72,75205
shauenstein@scotfind.com,3349,house,69,70,33935
shengel@konex.com,749,condominium,74,73,39635
shidvegi@yearin.com,103,house,70,74,74013
shirpara@betatech.com,2027,house,71,69,68128
shirpara@cancity.com,1080,apartment,76,71,51027
shochard@ganjaflex.com,1433,townhome,71,NULL,37810
shoogland@scottech.com,531,"mobile home",NULL,NULL,27107
shoopengardner@doncon.com,134,townhome,74,NULL,56647
shughey@zotware.com,110,house,NULL,73,12301
shusser@streethex.com,408,apartment,76,NULL,00738
sinouye@golddex.com,775,house,74,NULL,49876
sisaacs@betatech.com,989,apartment,74,72,79910
sjacobos@nam-zim.com,327,"mobile home",76,NULL,44430
sjayson@ron-tech.com,646,townhome,70,73,07198
sjeanty@scotfind.com,1855,townhome,NULL,NULL,15331
sjeanty@sonron.com,413,apartment,70,74,41759
sjulia@openlane.com,2434,apartment,75,73,80465
sjurney@cancity.com,1228,house,NULL,75,20393
sjuvera@year-job.com,624,house,72,76,83719
skaniecki@xx-zobam.com,2168,house,65,73,48215
skarpin@konmatfix.com,674,apartment,71,NULL,15213
skeetch@scotfind.com,381,apartment,74,76,75364
skiel@sumace.com,1637,townhome,74,75,45298
skiel@zoomit.com,1229,house,NULL,NULL,99549
skines@donquadtech.com,2154,townhome,77,75,01866
skines@plussunin.com,108,"mobile home",71,75,61725
skitzman@fasehatice.com,1078,condominium,NULL,70,74931
skitzman@finhigh.com,143,house,69,72,04672
sklang@conecom.com,1742,townhome,NULL,73,75082
sklimek@golddex.com,1087,apartment,67,71,27949
skolmetz@rangreen.com,1284,townhome,73,74,15437
skorando@codehow.com,862,apartment,76,72,05253
skownacki@hatfan.com,334,apartment,NULL,NULL,28651
slatzke@mathtouch.com,581,apartment,72,71,31751
sleinenbach@plussunin.com,982,apartment,71,75,29378
sleto@fasehatice.com,113,townhome,72,69,72303
slinahan@toughzap.com,1767,house,72,NULL,04273
slindall@rundofase.com,659,townhome,67,73,35131
slipke@silis.com,1684,house,70,72,75487
sliukko@stanredtax.com,452,apartment,76,74,25908
sloder@kan-code.com,755,apartment,72,NULL,61202
slorens@openlane.com,2009,house,73,NULL,20733
slouissant@lexiqvolax.com,2348,house,70,76,65321
sluczki@cancity.com,461,"mobile home",74,75,03031
sluczki@codehow.com,1940,apartment,72,NULL,20124
slukasik@dontechi.com,844,condominium,66,72,33065
slukasik@finjob.com,715,house,68,75,85012
slungren@nam-zim.com,115,townhome,71,NULL,37096
slungren@ron-tech.com,68,apartment,73,75,87746
smaclead@j-texon.com,204,house,76,76,92055
smaclead@plusstrip.com,129,"mobile home",74,NULL,63375
smai@newex.com,498,condominium,75,74,79013
smaile@inity.com,834,apartment,71,73,33247
smaisto@sonron.com,1642,apartment,68,NULL,20508
smalet@golddex.com,2565,condominium,73,72,62028
smanno@blackzim.com,838,townhome,67,NULL,68847
smanno@sonron.com,1620,townhome,NULL,72,16946
smastella@condax.com,1860,house,69,NULL,93642
smauson@funholding.com,731,townhome,72,72,90631
smauson@opentech.com,533,apartment,65,NULL,30701
smaynerich@newex.com,1299,apartment,NULL,74,63774
smcnease@inity.com,252,"mobile home",69,68,66838
smconnell@openlane.com,568,apartment,64,76,17527
smcrae@konex.com,1541,house,75,NULL,93670
smcrae@labdrill.com,1816,townhome,72,72,52588
smeinerding@domzoom.com,1012,condominium,67,73,27707
smelnyk@green-plus.com,1001,condominium,72,75,30428
smelnyk@isdom.com,635,house,69,NULL,68728
smelnyk@konmatfix.com,1131,apartment,71,73,56178
smerced@plusstrip.com,225,condominium,73,72,33308
smiro@konex.com,1447,apartment,75,70,14879
smonarrez@blackzim.com,243,"mobile home",NULL,74,77081
smonarrez@rantouch.com,1863,townhome,71,74,64834
smonterrubio@ganjaflex.com,850,condominium,69,NULL,99553
smorocco@isdom.com,545,house,76,70,15705
smotley@newex.com,1658,house,71,NULL,62325
smulqueen@lexiqvolax.com,861,condominium,70,69,35277
smunns@betatech.com,1149,townhome,68,74,45820
smyricks@donware.com,547,house,71,72,74825
smyricks@ganjaflex.com,346,apartment,73,73,41472
snayar@plussunin.com,761,apartment,75,72,41010
snicka@bioholding.com,1530,condominium,71,NULL,46534
snicka@doncon.com,494,"mobile home",75,74,82442
snicka@sunnamplex.com,57,house,73,73,77988
snicolozakes@plussunin.com,1050,house,69,71,02802
snunlee@fasehatice.com,1502,house,NULL,75,08019
sogg@donware.com,2433,apartment,70,72,51238
sohms@betatech.com,701,condominium,74,NULL,99652
sonofrio@kinnamplus.com,1182,townhome,66,73,77431
spapasergi@statholdings.com,1104,apartment,NULL,72,98373
sparlato@streethex.com,343,townhome,73,73,88022
sparlato@zumgoity.com,1148,house,72,76,34154
spawlowicz@dambase.com,913,house,73,72,96815
spedrozo@conecom.com,903,apartment,68,71,85301
sperigo@goodsilron.com,70,"mobile home",NULL,70,62438
sperin@scottech.com,1085,house,73,75,81222
sperin@silis.com,1277,apartment,68,75,20627
sperruzza@kinnamplus.com,1513,apartment,74,74,48040
spolidori@konex.com,933,apartment,76,73,77215
spolidori@year-job.com,1173,house,74,NULL,08609
spolidori@zathunicon.com,963,apartment,72,69,15828
spontoriero@konex.com,2010,apartment,64,NULL,53546
spoquette@funholding.com,3589,apartment,73,74,36115
spoquette@green-plus.com,450,townhome,NULL,76,58431
spoullion@fasehatice.com,2097,townhome,NULL,73,65305
sragel@kinnamplus.com,1786,house,73,NULL,64835
srauser@zathunicon.com,2019,house,NULL,72,63373
sreiber@green-plus.com,582,condominium,74,73,37069
sreitler@bioholding.com,452,apartment,66,72,89125
sreitler@green-plus.com,564,apartment,72,71,48611
sreitler@openlane.com,1484,house,76,72,16858
srentfro@fasehatice.com,861,apartment,70,73,57659
srestrepo@bioplex.com,3433,house,65,69,44112
srhymes@iselectrics.com,742,apartment,NULL,NULL,27853
sriopelle@opentech.com,2028,house,67,74,62690
srochin@kinnamplus.com,1567,condominium,72,NULL,99621
srodefer@faxquote.com,1194,apartment,74,68,45327
sruta@codehow.com,1263,house,71,73,56281
ssahagun@labdrill.com,584,apartment,75,72,93631
ssamu@plexzap.com,1061,house,70,72,22989
ssaulter@sonron.com,1145,condominium,73,73,18064
ssayaphon@rangreen.com,400,"mobile home",72,NULL,57567
ssaylors@j-texon.com,865,apartment,72,71,03464
sscheyer@rangreen.com,618,condominium,71,73,37950
sscheyer@stanredtax.com,1345,condominium,NULL,75,29376
sschieler@opentech.com,1165,condominium,75,NULL,71999
sschmaltz@inity.com,1400,house,68,71,71675
sschmaltz@ron-tech.com,1944,apartment,75,74,29901
sschmaltz@xx-holding.com,456,"mobile home",75,74,02081
sschmaltz@zencorporation.com,1398,house,78,NULL,56014
sschmierer@zumgoity.com,82,house,NULL,NULL,91715
sschnitzler@sonron.com,514,apartment,74,68,65080
sseewald@isdom.com,1165,apartment,67,73,23603
ssengbusch@yearin.com,2798,house,NULL,NULL,92014
ssergi@toughzap.com,631,house,NULL,NULL,41265
sshadrick@dontechi.com,712,apartment,67,76,93775
sshealy@konmatfix.com,2148,house,71,71,28631
sshields@isdom.com,580,house,77,72,48221
sshinko@iselectrics.com,718,townhome,69,NULL,40748
sshinko@plusstrip.com,584,townhome,73,73,32612
ssilvestrini@sonron.com,1267,house,75,71,68925
ssimilton@betatech.com,1138,apartment,NULL,74,55751
ssimilton@conecom.com,2700,house,73,73,63740
sskursky@gogozoom.com,1791,apartment,65,NULL,40516
sskursky@openlane.com,1104,house,73,74,71254
sslayton@opentech.com,1391,townhome,71,NULL,28375
sslusarski@bioholding.com,1376,townhome,NULL,71,99517
sslusarski@zumgoity.com,1310,house,73,72,85250
sspringe@donware.com,2448,apartment,73,NULL,39406
sstem@rangreen.com,1301,apartment,NULL,74,56654
sstimmel@zathunicon.com,64,apartment,76,74,75029
sstrassner@year-job.com,1452,apartment,NULL,73,61701
sswayze@finhigh.com,1254,condominium,73,76,29920
ssweely@funholding.com,1624,house,77,NULL,33711
stawil@rundofase.com,924,apartment,71,75,47246
stegarden@rantouch.com,1194,house,NULL,73,04033
stegarden@warephase.com,493,apartment,70,71,92239
stegarden@zoomit.com,610,townhome,73,NULL,01536
stillotson@doncon.com,1036,apartment,74,73,60436
stimenez@dalttechnology.com,423,apartment,72,72,65787
stjepkema@isdom.com,1951,house,76,NULL,30071
stomasulo@rundofase.com,1542,townhome,78,72,97458
stromblay@scottech.com,272,house,68,72,28250
sturinetti@sumace.com,2990,townhome,69,72,08828
sturinetti@year-job.com,822,apartment,NULL,73,44514
suyetake@plussunin.com,3263,townhome,73,71,48767
svanausdal@xx-holding.com,31,"mobile home",70,74,68764
svarriano@dontechi.com,2437,house,72,72,36353
svillanueva@year-job.com,1056,apartment,69,74,04279
svocelka@zotware.com,1120,condominium,NULL,74,76857
svonasek@isdom.com,536,condominium,72,71,02056
svonasek@plussunin.com,436,"mobile home",71,73,34107
sweglarz@nam-zim.com,1335,house,74,70,56386
sweight@rundofase.com,1302,apartment,75,75,43005
swesterbeck@zencorporation.com,1886,house,72,75,91496
swhobrey@zumgoity.com,697,townhome,70,74,58402
swieser@rundofase.com,2066,townhome,77,70,80612
swildfong@lexiqvolax.com,2937,apartment,73,73,41254
swolfgramm@openlane.com,1653,condominium,77,71,47470
swolfgramm@opentech.com,928,apartment,70,69,43501
swolny@gogozoom.com,1384,house,NULL,NULL,73755
sworlds@plussunin.com,2022,condominium,70,NULL,29373
syaw@stanredtax.com,836,apartment,NULL,73,08885
syaw@statholdings.com,1382,townhome,NULL,NULL,04776
szurcher@stanredtax.com,1274,townhome,77,72,37015
tadkin@dambase.com,674,townhome,73,73,63359
tadkin@year-job.com,2496,house,65,74,73859
tagramonte@cancity.com,758,apartment,73,NULL,54303
tahle@rangreen.com,1061,house,75,73,40036
tahle@rundofase.com,1127,apartment,NULL,69,05702
talbares@donquadtech.com,548,condominium,68,NULL,03688
tandreason@fasehatice.com,443,apartment,70,69,03062
tarceo@sumace.com,937,apartment,74,74,96727
tarias@hatfan.com,62,apartment,75,NULL,68420
tarias@zencorporation.com,1200,house,74,NULL,19559
tauber@statholdings.com,1535,house,71,NULL,97112
tauffrey@silis.com,337,"mobile home",70,71,23508
tbaltimore@dambase.com,1547,house,73,74,97114
tbatman@toughzap.com,598,townhome,71,68,15334
tbennick@xx-holding.com,1465,house,70,73,32765
tberganza@bioplex.com,3558,house,73,72,44615
tberlanga@opentech.com,447,apartment,73,74,79373
tberray@newex.com,739,apartment,71,73,51238
tbevelacqua@iselectrics.com,2200,house,70,73,32530
tbilden@doncon.com,1794,house,66,73,78838
tbirkner@zoomit.com,1073,house,NULL,NULL,48442
tblackwood@kan-code.com,87,house,73,73,00934
tblunk@warephase.com,832,apartment,75,74,10014
tborgman@goodsilron.com,513,apartment,78,75,00730
tbourbon@ron-tech.com,582,house,69,72,35504
tbrachle@codehow.com,1070,apartment,69,72,88410
tbrachle@finhigh.com,655,house,70,75,15133
tbrachle@plusstrip.com,1169,condominium,76,NULL,65347
tbreland@finjob.com,1067,apartment,64,69,01902
tbriddick@golddex.com,1554,condominium,64,NULL,63143
tbriddick@warephase.com,506,townhome,68,70,85223
tbrideau@fasehatice.com,937,apartment,76,NULL,30423
tbrossart@zathunicon.com,847,apartment,71,NULL,34203
tbrucato@betasoloin.com,114,house,64,75,86361
tbrucato@singletechno.com,1336,house,NULL,69,02401
tbubash@year-job.com,478,apartment,NULL,NULL,95865
tbuvens@green-plus.com,1455,house,69,73,23119
tcaiafa@goodsilron.com,1256,apartment,74,75,19814
tcampain@inity.com,439,apartment,72,71,30823
tcandlish@dalttechnology.com,855,house,68,70,18938
tcantres@opentech.com,531,townhome,NULL,73,00652
tcaudy@conecom.com,1661,townhome,71,75,20711
tcaudy@finjob.com,1217,apartment,70,71,59807
tcaudy@plexzap.com,274,"mobile home",NULL,NULL,95715
tcetta@fasehatice.com,171,apartment,75,73,02822
tchaffins@konex.com,1435,house,72,73,40481
tchaffins@lexiqvolax.com,811,apartment,71,74,11417
tchaffins@singletechno.com,401,apartment,68,NULL,37186
tchaffins@statholdings.com,836,apartment,73,73,91010
tchavous@fasehatice.com,395,"mobile home",67,73,01079
tclaucherty@toughzap.com,1476,apartment,76,73,50228
tcloney@openlane.com,1967,house,69,NULL,29351
tcomnick@yearin.com,1291,apartment,76,72,24132
tcookey@finhigh.com,847,apartment,73,74,86032
tcork@bioholding.com,818,apartment,75,68,92277
tcorrington@bioplex.com,77,townhome,78,70,15028
tcorrington@y-corporation.com,2231,house,71,75,07832
tcoyier@treequote.com,621,house,70,69,95113
tcrupi@xx-holding.com,746,house,75,NULL,31331
tdegonia@zotware.com,1504,house,75,74,56560
tdelasancha@konex.com,3435,condominium,76,NULL,15489
tdeleo@ontomedia.com,633,apartment,68,72,74761
tdeleo@warephase.com,1337,house,72,75,77597
tdevreese@plusstrip.com,2501,house,67,73,70004
tdhamer@mathtouch.com,1886,house,75,72,64147
tdhamer@ron-tech.com,702,apartment,74,75,03224
tdilello@goodsilron.com,1466,apartment,71,76,12961
tdinos@mathtouch.com,492,apartment,NULL,NULL,31907
tdinos@sonron.com,399,"mobile home",76,69,53182
tdopico@konex.com,1625,apartment,69,75,32828
tdorshorst@sunnamplex.com,1517,house,72,74,24594
tdrymon@finjob.com,505,apartment,NULL,NULL,56316
tdubaldi@green-plus.com,1833,townhome,NULL,71,27603
teanes@plussunin.com,1867,house,73,70,91714
tehmann@zathunicon.com,756,house,74,71,75163
temard@zotware.com,721,house,74,73,14103
temigh@faxquote.com,298,apartment,64,73,72216
tengelberg@y-corporation.com,1616,house,69,73,34233
tennaco@dalttechnology.com,1389,house,68,72,84947
teschberger@domzoom.com,663,house,70,73,96038
tfallick@xx-zobam.com,2064,townhome,71,71,29006
tfarrar@betasoloin.com,1599,house,69,72,29325
tfeichtner@goodsilron.com,733,house,75,73,72927
tfelger@bioplex.com,637,house,NULL,68,88047
tferencz@rantouch.com,2062,house,72,72,30917
tfigeroa@blackzim.com,108,apartment,64,73,39097
tfillingim@ron-tech.com,1378,house,71,71,44266
tfillingim@yearin.com,1133,townhome,74,NULL,60168
tflosi@fasehatice.com,1058,apartment,69,73,23507
tfoller@zencorporation.com,1883,house,74,70,32231
tfrerking@sumace.com,3316,house,NULL,NULL,48127
tfritz@year-job.com,667,apartment,74,NULL,68069
tgalam@doncon.com,1477,townhome,71,71,37842
tgalam@kinnamplus.com,1306,house,NULL,71,28019
tgehrett@ganjaflex.com,1083,house,76,70,28386
tgehrett@nam-zim.com,2034,house,69,72,62924
tgehrett@openlane.com,306,"mobile home",76,NULL,62817
tgellinger@blackzim.com,1592,apartment,73,72,80819
tgesick@green-plus.com,1705,apartment,NULL,72,80918
tgesick@plusstrip.com,749,house,74,71,21748
tgillaspie@funholding.com,99,apartment,77,NULL,24852
tgillian@statholdings.com,529,condominium,75,72,22968
tglick@opentech.com,2757,house,73,73,81001
tgobern@hottechi.com,842,apartment,73,70,12962
tgochal@gogozoom.com,597,townhome,76,73,82711
tgotter@y-corporation.com,730,apartment,NULL,72,92615
tgwalthney@mathtouch.com,428,"mobile home",72,NULL,32940
thalsey@konmatfix.com,134,house,76,NULL,74646
thalsey@y-corporation.com,624,apartment,74,72,76836
tharnos@fasehatice.com,1430,house,73,NULL,93226
tharnos@statholdings.com,1611,house,70,72,50059
tharnos@xx-holding.com,539,apartment,75,74,66716
tharoldson@groovestreet.com,1177,house,75,75,95304
thiatt@dalttechnology.com,1348,house,67,74,87712
thirpara@finhigh.com,194,"mobile home",72,74,12451
thixenbaugh@plexzap.com,2592,house,76,74,31039
thoa@faxquote.com,738,apartment,67,NULL,58620
thoffis@nam-zim.com,579,apartment,NULL,NULL,37917
thoffis@ontomedia.com,844,townhome,68,71,47220
thollack@newex.com,1146,house,73,69,74728
thoopengardner@silis.com,405,"mobile home",71,68,06777
thoopengardner@zumgoity.com,1201,townhome,76,74,78730
thudnall@finhigh.com,867,apartment,71,74,44841
thudnall@kan-code.com,950,apartment,NULL,72,75782
thudnall@konex.com,996,apartment,73,74,96105
thusser@condax.com,2020,house,76,73,53507
tinouye@mathtouch.com,892,house,73,NULL,54206
tjillson@kinnamplus.com,1603,house,68,74,80237
tjulia@plexzap.com,572,house,72,72,73624
tjulia@y-corporation.com,841,house,NULL,72,36601
tjuvera@newex.com,1127,townhome,76,73,41129
tkarpin@finhigh.com,1159,townhome,76,73,65808
tkarpin@konex.com,947,apartment,72,NULL,51246
tketelsen@goodsilron.com,391,apartment,74,74,79707
tkiel@treequote.com,783,condominium,66,76,11740
tkitty@betatech.com,1209,apartment,73,68,20042
tklusman@condax.com,985,house,78,72,33124
tklusman@green-plus.com,78,apartment,72,72,16633
tknipp@green-plus.com,2317,house,70,69,67029
tkorando@inity.com,1165,house,70,NULL,99761
tkusko@xx-holding.com,665,house,72,NULL,16865
tlabreche@blackzim.com,1054,condominium,75,69,07649
tlabreche@rantouch.com,92,"mobile home",76,69,45734
tlabreche@warephase.com,920,house,77,NULL,92369
tlace@groovestreet.com,1541,condominium,76,71,44681
tlacovara@sumace.com,2050,house,75,72,78880
tlatzke@zoomit.com,710,house,NULL,72,64468
tlawler@funholding.com,752,house,72,74,80241
tlinahan@kan-code.com,940,house,77,NULL,93779
tlinahan@plusstrip.com,673,townhome,68,NULL,07803
tlinahan@sumace.com,1615,house,78,NULL,28236
tlipke@treequote.com,1298,apartment,76,74,83525
tlipkin@bioholding.com,125,house,73,72,77221
tlukasik@cancity.com,2520,house,73,73,07059
tlukasik@finhigh.com,422,apartment,76,71,79550
tlungren@donquadtech.com,2325,house,69,72,88424
tlungren@sunnamplex.com,626,apartment,75,73,65734
tmaclead@openlane.com,1151,apartment,75,NULL,72384
tmaile@zotware.com,3553,house,74,69,46680
tmaillard@bioholding.com,1089,townhome,71,NULL,06778
tmaisto@konex.com,449,apartment,NULL,NULL,04750
tmaisto@zathunicon.com,1182,house,65,76,43260
tmastella@zotware.com,205,"mobile home",75,74,20758
tmccullan@zotware.com,402,apartment,68,72,96118
tmcnease@finjob.com,894,condominium,75,74,59759
tmcrae@isdom.com,1197,house,NULL,73,49934
tmeisel@faxquote.com,1232,condominium,65,71,47672
tmelnyk@newex.com,601,townhome,72,NULL,16745
tmenter@dalttechnology.com,2350,house,69,NULL,24549
tmodzelewski@treequote.com,311,"mobile home",75,72,07027
tmonarrez@bioplex.com,1176,house,73,74,64053
tmonarrez@codehow.com,759,apartment,74,NULL,79368
tmondella@zathunicon.com,616,townhome,74,NULL,25265
tmotley@groovestreet.com,1223,apartment,71,69,88133
tmugnolo@plusstrip.com,1272,house,74,72,49930
tmunis@betatech.com,1801,house,78,NULL,50073
tmunis@faxquote.com,1364,apartment,74,72,02045
tnachor@domzoom.com,590,apartment,77,74,14887
tnachor@finjob.com,1062,apartment,69,69,71455
tnachor@year-job.com,1038,townhome,72,73,06028
tnayar@statholdings.com,779,house,74,NULL,84153
tneither@nam-zim.com,463,apartment,77,NULL,40921
tnicolozakes@kinnamplus.com,551,townhome,77,70,98154
tnievas@zoomit.com,1449,house,72,74,99606
tohms@statholdings.com,611,house,NULL,73,55982
toldroyd@rantouch.com,3932,house,67,NULL,03773
toldroyd@zotware.com,1241,house,NULL,73,51645
