email,order_entered,energy_efficiency_ratio
jkitzman@plexzap.com,3,1.8
jklang@blackzim.com,1,11.5
jklusman@nam-zim.com,2,4.3
jklusman@newex.com,1,3.9
jklusman@newex.com,2,2.6
jklusman@newex.com,3,3.3
jklusman@rantouch.com,4,3.2
jkownacki@donquadtech.com,3,3.1
jkusko@kan-code.com,1,2.2
jlabreche@xx-zobam.com,2,2.1
jlawler@zoomit.com,2,3.5
jlawler@zoomit.com,3,1.6
jlawler@zoomit.com,4,1.3
jlietz@plexzap.com,2,4.4
jlietz@plexzap.com,3,16.8
jlindall@ron-tech.com,6,1.3
jlizama@conecom.com,1,5.2
jlizama@conecom.com,3,3.5
jlouissant@finjob.com,1,6.7
jlukasik@blackzim.com,2,3.3
jlungren@opentech.com,1,2.7
jmaclead@blackzim.com,1,0.7
jmai@finhigh.com,1,1.7
jmai@finhigh.com,5,12.1
jmai@finhigh.com,9,2.5
jmai@opentech.com,1,1.9
jmai@opentech.com,4,2.2
jmaillard@ganjaflex.com,1,9.7
jmaillard@ganjaflex.com,3,1.5
jmaillard@ganjaflex.com,5,5.9
jmaillard@zumgoity.com,3,4.1
jmallett@openlane.com,1,3.5
jmallett@openlane.com,3,2.6
jmalvin@faxquote.com,2,14.9
jmarrier@kinnamplus.com,1,5.2
jmarrier@kinnamplus.com,2,0.4
jmarrier@kinnamplus.com,3,0.6
jmastella@warephase.com,2,5.1
jmaynerich@konex.com,1,2.7
jmaynerich@konex.com,2,7.2
jmaynerich@zoomit.com,3,3.8
jmclaird@konmatfix.com,1,3.7
jmcrae@newex.com,3,1.9
jmenter@streethex.com,1,1.9
jmenter@streethex.com,2,1.0
jmerced@mathtouch.com,2,3.7
jmondella@betatech.com,3,4.4
jmondella@domzoom.com,1,1.7
jmondella@domzoom.com,2,4.2
jmondella@domzoom.com,6,4.9
jmondella@scotfind.com,3,1.2
jmondella@scotfind.com,4,3.4
jmondella@scotfind.com,5,3.7
jmonterrubio@isdom.com,1,3.3
jmonterrubio@isdom.com,3,2.2
jmotley@warephase.com,2,6.0
jmunns@treequote.com,1,1.5
jmunns@treequote.com,3,3.4
jmyricks@plussunin.com,1,2.0
jmyricks@plussunin.com,4,12.7
jneither@scotfind.com,3,4.6
jnievas@mathtouch.com,1,2.8
jogg@ron-tech.com,2,1.4
jpatak@treequote.com,1,12.7
jpatak@treequote.com,3,1.1
jpatak@treequote.com,5,1.1
jperigo@hatfan.com,3,2.2
jperigo@hatfan.com,4,2.2
jpoquette@betatech.com,1,2.2
jpoquette@betatech.com,2,19.8
jpoquette@betatech.com,3,3.1
jpoquette@ron-tech.com,1,5.6
jrantanen@ron-tech.com,3,14.4
jrantanen@ron-tech.com,7,2.7
jrantanen@year-job.com,1,2.7
jrauser@inity.com,2,0.6
jregusters@openlane.com,1,1.1
jregusters@openlane.com,2,1.6
jregusters@openlane.com,3,1.3
jreiber@ron-tech.com,3,1.6
jreiber@ron-tech.com,6,1.5
jrhym@bioplex.com,2,1.9
jrhym@bioplex.com,3,4.7
jrim@bioholding.com,2,0.9
jrim@doncon.com,1,3.6
jrim@doncon.com,2,4.2
jrim@plexzap.com,1,4.1
jrim@plexzap.com,3,1.7
jrim@plexzap.com,4,2.2
jriopelle@openlane.com,1,2.0
jrodefer@green-plus.com,1,2.8
jrodefer@j-texon.com,1,21.2
jrodeigues@treequote.com,3,3.8
jsahagun@statholdings.com,1,0.3
jsahagun@statholdings.com,3,0.7
jsarao@zencorporation.com,3,2.7
jsarao@zencorporation.com,4,3.3
jsaras@singletechno.com,2,2.8
jsaylors@ontomedia.com,1,2.3
jsaylors@ontomedia.com,2,3.5
jschmierer@golddex.com,2,3.0
jschmierer@golddex.com,4,1.4
jscipione@year-job.com,2,1.5
jscipione@year-job.com,3,1.4
jscriven@doncon.com,1,3.8
jscriven@doncon.com,2,1.2
jscriven@doncon.com,3,8.1
jscriven@doncon.com,5,3.6
jscriven@gogozoom.com,1,4.8
jscriven@warephase.com,1,2.7
jscriven@warephase.com,2,7.8
jseewald@kinnamplus.com,2,5.6
jsetter@labdrill.com,1,4.0
jshin@finjob.com,3,1.7
jshinko@ontomedia.com,2,6.0
jsimilton@j-texon.com,2,3.4
jsimilton@j-texon.com,3,5.3
jsimilton@j-texon.com,5,4.2
jsimilton@j-texon.com,6,1.4
jslusarski@warephase.com,3,3.9
jslusarski@xx-zobam.com,4,0.7
jsmith@zathunicon.com,4,5.3
jsmith@zathunicon.com,5,3.3
jspickerman@donquadtech.com,3,1.2
jstaback@lexiqvolax.com,3,5.1
jstaback@lexiqvolax.com,4,5.7
jstockham@gogozoom.com,1,2.9
jstockham@gogozoom.com,3,0.6
jstrassner@faxquote.com,2,2.4
jstrassner@faxquote.com,3,2.9
jsturiale@betasoloin.com,1,2.9
jsuell@zencorporation.com,1,13.9
jswayze@lexiqvolax.com,1,6.5
jsweely@betasoloin.com,2,8.4
jsweely@betasoloin.com,3,2.2
jsweely@labdrill.com,1,3.6
jsweely@labdrill.com,3,6.7
jsweigard@green-plus.com,2,4.8
jsweigard@isdom.com,1,1.5
jsyrop@hatfan.com,1,1.3
jsyrop@hatfan.com,2,2.0
jtegarden@isdom.com,2,5.4
jtegarden@isdom.com,3,3.5
jtheodorov@kan-code.com,1,1.6
jtheodorov@kan-code.com,3,1.1
jtillotson@ontomedia.com,2,2.0
jtillotson@ontomedia.com,3,9.4
jtimenez@hatfan.com,2,2.3
jtomasulo@scottech.com,3,8.6
jtomasulo@scottech.com,6,3.7
jtomasulo@scottech.com,7,5.4
jtomblin@scotfind.com,3,1.3
jtromblay@mathtouch.com,1,2.1
jtromblay@mathtouch.com,2,1.6
juyetake@xx-holding.com,1,2.2
juyetake@xx-holding.com,3,5.9
jvenere@warephase.com,1,3.6
jvenere@warephase.com,3,2.0
jvinning@kinnamplus.com,1,4.6
jvinning@kinnamplus.com,2,4.2
jvinning@kinnamplus.com,3,9.9
jvizarro@ganjaflex.com,2,1.2
jwalthall@ontomedia.com,1,1.5
jwalthall@ontomedia.com,2,1.9
jwenzinger@inity.com,1,1.9
jwildfong@zotware.com,3,3.0
jwrinkles@zoomit.com,3,0.9
jyglesias@zumgoity.com,1,3.7
jyglesias@zumgoity.com,5,2.2
jyglesias@zumgoity.com,6,2.2
jyglesias@zumgoity.com,7,6.5
jyglesias@zumgoity.com,10,1.1
jyori@fasehatice.com,2,1.9
jzepp@condax.com,1,4.0
kagramonte@labdrill.com,1,0.4
kagramonte@labdrill.com,2,0.3
kagramonte@labdrill.com,3,0.3
kalbares@openlane.com,3,6.1
kamyot@labdrill.com,1,1.7
kamyot@labdrill.com,2,1.6
kamyot@labdrill.com,3,1.6
kangalich@blackzim.com,1,3.0
kankeny@statholdings.com,3,4.7
kauber@finjob.com,3,2.8
kbachman@scottech.com,2,2.4
kbenimadho@hatfan.com,1,4.0
kbergesen@xx-holding.com,3,4.9
kberlanga@finjob.com,1,2.6
kberlanga@finjob.com,4,3.5
kbevelacqua@blackzim.com,4,2.5
kbevelacqua@xx-zobam.com,1,3.4
kbevelacqua@xx-zobam.com,2,1.5
kbiddy@betatech.com,1,1.8
kbirkner@statholdings.com,1,6.1
kbookamer@golddex.com,1,4.0
kbreland@iselectrics.com,1,3.9
kbreland@iselectrics.com,3,1.3
kbreland@kinnamplus.com,1,3.1
kbreland@kinnamplus.com,2,14.9
kbrossart@dontechi.com,2,2.9
kbrossart@dontechi.com,3,1.9
kbutzen@newex.com,6,3.0
kcaiafa@betasoloin.com,2,2.2
kcaiafa@blackzim.com,1,2.7
kcaiafa@blackzim.com,2,1.5
kcampain@cancity.com,1,5.9
kcampain@xx-zobam.com,1,1.3
kcampain@xx-zobam.com,2,3.8
kcampain@xx-zobam.com,3,1.4
kcartan@inity.com,3,1.2
kcartan@rantouch.com,2,2.2
kcaudy@kinnamplus.com,2,10.2
kcaudy@kinnamplus.com,4,2.5
kcaudy@singletechno.com,1,6.8
kcetta@plexzap.com,1,2.8
kcetta@plexzap.com,3,3.6
kcetta@plexzap.com,6,3.1
kcomnick@bioholding.com,2,3.4
kcorrington@sunnamplex.com,1,1.5
kcorrio@konmatfix.com,1,7.1
kcorrio@konmatfix.com,2,2.2
kcorrio@konmatfix.com,3,4.1
kcousey@zotware.com,1,2.6
kcousey@zotware.com,2,4.5
kcraghead@singletechno.com,3,3.3
kdallen@newex.com,3,7.8
kdaufeldt@groovestreet.com,1,1.0
kdaufeldt@groovestreet.com,3,2.7
kdegroot@bioholding.com,2,1.1
kdelasancha@codehow.com,3,2.3
kdemesa@lexiqvolax.com,1,9.8
kdemesa@openlane.com,1,5.3
kdemesa@openlane.com,2,1.1
kdemesa@openlane.com,3,0.8
kdemesa@openlane.com,4,2.9
kdemesa@openlane.com,5,3.9
kdhamer@warephase.com,2,16.8
kduenas@conecom.com,1,1.5
kduenas@conecom.com,2,4.2
kengelberg@singletechno.com,1,1.9
kengelberg@singletechno.com,3,2.5
kferencz@fasehatice.com,3,2.4
kfrey@zathunicon.com,3,2.8
kgibes@bioplex.com,2,3.2
kglick@treequote.com,1,2.8
kglick@treequote.com,2,2.7
kgochal@green-plus.com,1,1.5
kgudroe@dalttechnology.com,1,4.3
khalsey@kinnamplus.com,2,3.0
khamilton@openlane.com,1,3.7
khanafan@bioplex.com,2,0.9
khanafan@bioplex.com,3,2.5
khengel@treequote.com,3,2.2
kherritt@sumace.com,1,2.3
khochard@lexiqvolax.com,1,6.8
khochard@year-job.com,5,3.4
khollack@plussunin.com,2,3.6
kjacobos@toughzap.com,2,3.3
kjulia@stanredtax.com,1,2.4
kkaniecki@toughzap.com,1,1.5
kkannady@zencorporation.com,3,2.2
kkardas@xx-zobam.com,3,1.1
kkeetch@gogozoom.com,3,3.7
kketelsen@sumace.com,1,1.9
kketelsen@sumace.com,2,7.5
kkippley@konmatfix.com,2,0.4
kkippley@konmatfix.com,3,1.8
kkitzman@donquadtech.com,3,3.0
kklimek@stanredtax.com,2,3.6
kklimek@sumace.com,1,1.6
kklimek@sumace.com,2,3.1
kklimek@sumace.com,3,1.0
kkulzer@j-texon.com,2,3.6
kkulzer@j-texon.com,3,2.4
klabreche@betasoloin.com,2,6.2
klabreche@betasoloin.com,3,5.0
klacovara@sumace.com,3,1.9
klawler@zotware.com,1,0.6
klawler@zotware.com,3,0.7
klawler@zotware.com,5,2.7
klawler@zotware.com,6,1.1
kleto@iselectrics.com,2,4.4
kleto@iselectrics.com,3,2.5
klietz@plusstrip.com,1,2.1
klietz@plusstrip.com,3,2.7
klietz@plusstrip.com,4,1.3
klietz@plusstrip.com,5,1.4
klimmel@green-plus.com,3,9.3
klimmel@ontomedia.com,1,3.4
kliukko@xx-holding.com,1,2.7
kloader@betasoloin.com,2,2.6
kloader@betasoloin.com,3,3.5
kloader@betasoloin.com,4,1.9
klother@rundofase.com,1,2.3
klother@rundofase.com,2,2.5
klother@statholdings.com,1,7.0
klungren@rundofase.com,1,2.4
klungren@rundofase.com,3,1.8
kmarrier@konmatfix.com,3,3.3
kmclaird@sonron.com,1,2.7
kmclaird@sonron.com,2,4.7
kmclaird@sonron.com,3,1.4
kmenter@statholdings.com,3,3.8
kmenter@statholdings.com,4,10.1
kmenter@statholdings.com,6,7.5
kmerced@iselectrics.com,1,1.9
kmiro@bioholding.com,1,4.3
kmiro@rangreen.com,2,3.0
kmiro@rangreen.com,4,4.2
kmodzelewski@rangreen.com,2,1.8
kmodzelewski@rangreen.com,3,2.3
kmondella@mathtouch.com,1,3.6
kmondella@mathtouch.com,3,8.2
kmonterrubio@golddex.com,1,1.7
kmonterrubio@golddex.com,3,3.6
kmonterrubio@golddex.com,4,4.2
kmonterrubio@golddex.com,6,1.8
kmonterrubio@j-texon.com,3,0.9
kmorasca@statholdings.com,2,4.7
knabours@warephase.com,1,11.5
knestle@nam-zim.com,2,0.5
kparvis@gogozoom.com,1,13.0
kparvis@gogozoom.com,4,3.2
kpaskin@labdrill.com,1,3.5
kpaskin@labdrill.com,3,2.1
kpaulas@xx-holding.com,3,3.8
kperez@silis.com,3,2.1
kpoquette@ron-tech.com,3,3.6
kragel@fasehatice.com,1,5.1
kregusters@domzoom.com,2,2.5
kregusters@domzoom.com,3,3.6
krestrepo@faxquote.com,2,0.9
krhym@mathtouch.com,2,13.9
krhym@mathtouch.com,3,2.4
krhymes@dontechi.com,1,1.9
kriden@dalttechnology.com,1,8.7
krim@goodsilron.com,1,5.6
krodeigues@xx-holding.com,2,2.3
krowling@finhigh.com,1,8.3
krowling@plussunin.com,1,2.5
ksamu@goodsilron.com,1,8.1
ksawchuk@singletechno.com,3,2.2
kshadrick@dontechi.com,1,1.0
kshadrick@dontechi.com,2,5.1
kshadrick@dontechi.com,3,0.8
kshin@codehow.com,2,2.8
kshinko@zoomit.com,3,2.1
kshinko@zumgoity.com,1,1.7
kskursky@openlane.com,1,1.3
kskursky@openlane.com,5,1.6
kspringe@nam-zim.com,1,7.8
kspringe@nam-zim.com,4,3.4
kspringe@year-job.com,1,3.4
kstem@plussunin.com,1,10.1
ktagala@xx-zobam.com,2,4.5
ktagala@xx-zobam.com,3,2.3
ktillotson@silis.com,2,4.2
ktimenez@condax.com,2,2.2
ktjepkema@labdrill.com,2,6.4
ktjepkema@labdrill.com,3,6.7
ktjepkema@labdrill.com,5,1.3
kvanheusen@j-texon.com,2,0.5
kvanheusen@j-texon.com,3,1.8
kvizarro@fasehatice.com,1,1.6
kvizarro@fasehatice.com,2,2.4
kwalthall@goodsilron.com,2,2.8
kwalthall@goodsilron.com,4,1.6
kwaycott@toughzap.com,1,2.1
kwiklund@faxquote.com,3,3.1
kyori@groovestreet.com,1,3.6
kyori@groovestreet.com,3,1.9
kzurcher@kan-code.com,1,10.6
kzurcher@kan-code.com,4,2.4
lamyot@sumace.com,2,1.8
lankeny@lexiqvolax.com,1,2.0
lankeny@lexiqvolax.com,3,4.2
lankeny@scottech.com,2,1.8
lankeny@scottech.com,3,2.8
larceo@bioplex.com,1,1.7
larceo@bioplex.com,2,2.9
larias@plexzap.com,1,8.1
larias@plexzap.com,3,3.0
larias@plexzap.com,4,2.8
lasar@sumace.com,3,5.9
lasar@sumace.com,6,1.9
lasar@sumace.com,7,4.7
lbaltimore@kan-code.com,1,1.6
lbaltimore@kan-code.com,3,6.1
lbarfield@doncon.com,2,2.1
lbarfield@doncon.com,3,1.9
lbarfield@nam-zim.com,2,4.3
lbarfield@nam-zim.com,4,8.1
lbeech@golddex.com,1,7.0
lbennick@konmatfix.com,1,3.0
lbennick@konmatfix.com,4,1.4
lberganza@sumace.com,1,3.3
lblackwood@kinnamplus.com,1,2.1
lbolognia@donware.com,1,6.7
lbolognia@donware.com,3,4.5
lbolognia@donware.com,4,6.1
lbookamer@statholdings.com,1,1.2
lbookamer@statholdings.com,4,0.6
lboord@hottechi.com,1,1.6
lboord@yearin.com,1,3.5
lboulter@fasehatice.com,1,2.8
lboulter@fasehatice.com,3,2.0
lboulter@labdrill.com,2,0.8
lboulter@labdrill.com,3,1.2
lbriddick@singletechno.com,1,3.1
lbriddick@singletechno.com,5,4.4
lbrossart@isdom.com,1,1.1
lbrossart@isdom.com,4,3.0
lbrossart@isdom.com,5,3.3
lbrucato@dambase.com,1,2.6
lbrucato@dambase.com,4,5.7
lbrucato@dambase.com,5,2.0
lbruschke@dontechi.com,2,4.1
lbruschke@dontechi.com,3,1.7
lburnard@kan-code.com,1,12.0
lbuzick@zencorporation.com,1,4.1
lbuzick@zencorporation.com,2,3.5
lbuzick@zencorporation.com,3,2.1
lcaiafa@groovestreet.com,4,1.7
lcaiafa@groovestreet.com,8,2.0
lcaiafa@groovestreet.com,12,4.3
lcaiafa@plussunin.com,3,1.9
lcallaro@codehow.com,1,5.1
lcallaro@faxquote.com,3,4.0
lcartan@inity.com,3,1.8
lcartan@konmatfix.com,5,4.2
lcartan@konmatfix.com,6,2.5
lcetta@bioholding.com,1,3.9
lcetta@kan-code.com,1,2.7
lcetta@kan-code.com,3,4.0
lchaffins@plussunin.com,3,1.8
lcolaizzo@bioplex.com,3,3.7
lcolaizzo@bioplex.com,4,3.7
lcolaizzo@zumgoity.com,1,4.3
lcolla@plussunin.com,3,3.8
lcoody@doncon.com,2,6.8
lcoody@warephase.com,2,0.8
lcoody@warephase.com,3,1.7
lcousey@dambase.com,1,1.5
lcousey@dambase.com,2,1.3
lcousey@dambase.com,3,2.6
lcoyier@condax.com,1,5.2
lcrupi@funholding.com,1,24.6
ldallen@hottechi.com,2,1.8
ldallen@hottechi.com,3,6.3
ldarakjy@plexzap.com,2,4.2
ldarakjy@plexzap.com,4,1.2
ldarakjy@stanredtax.com,2,3.8
ldegonia@inity.com,1,2.3
ldegonia@kinnamplus.com,2,3.8
ldevreese@doncon.com,1,1.3
ldevreese@doncon.com,2,2.0
ldevreese@doncon.com,3,2.3
ldevreese@doncon.com,4,1.5
ldevreese@doncon.com,5,5.7
ldewar@y-corporation.com,1,2.6
ldewar@y-corporation.com,2,2.3
ldewar@y-corporation.com,3,2.0
ldiestel@year-job.com,1,9.0
ldopico@warephase.com,6,4.7
leanes@zathunicon.com,3,14.6
lemard@dalttechnology.com,3,2.0
lemard@singletechno.com,3,1.3
lemard@stanredtax.com,1,14.3
lemard@stanredtax.com,3,2.7
lemard@stanredtax.com,5,2.0
lemigh@betasoloin.com,2,1.2
lemigh@betasoloin.com,4,3.4
lengelberg@plusstrip.com,1,5.7
lennaco@bioplex.com,3,2.2
leschberger@scottech.com,1,4.3
leschberger@scottech.com,3,1.2
leschberger@scottech.com,4,1.8
lfallick@sonron.com,3,2.4
lfallick@sonron.com,4,1.9
lfallick@sonron.com,7,12.6
lfeichtner@donquadtech.com,1,4.9
lfeichtner@donquadtech.com,2,2.0
lfeichtner@donquadtech.com,3,1.7
lfelger@fasehatice.com,2,2.1
lfelger@fasehatice.com,7,5.6
lfelger@nam-zim.com,1,2.9
lfigeroa@mathtouch.com,6,5.2
lflosi@domzoom.com,3,5.5
lfoller@konex.com,5,1.9
lfrerking@dambase.com,1,5.3
lfrerking@dambase.com,2,1.6
lfrerking@dambase.com,3,11.7
lfrey@sonron.com,2,2.1
lfrey@sonron.com,4,3.5
lfrey@sonron.com,6,1.8
lfunnell@opentech.com,2,1.0
lfunnell@opentech.com,3,3.3
lfunnell@opentech.com,4,4.0
lgehrett@rantouch.com,2,2.6
lgellinger@sunnamplex.com,1,2.5
lgillaspie@konmatfix.com,2,2.9
lgleich@bioholding.com,1,3.1
lgleich@scottech.com,4,3.1
lglick@openlane.com,3,3.1
lgoldammer@blackzim.com,1,1.7
lgreenbush@iselectrics.com,2,1.4
lgreenbush@iselectrics.com,3,5.5
lgreenbush@sunnamplex.com,4,1.9
lharabedian@betatech.com,2,2.9
lharabedian@betatech.com,3,2.0
lharabedian@betatech.com,4,1.5
lharnos@sonron.com,1,4.7
lharnos@sonron.com,4,1.8
lharoldson@nam-zim.com,1,5.7
lharoldson@toughzap.com,3,3.0
lhaufler@rantouch.com,1,2.0
lhaufler@rantouch.com,2,1.1
lheimann@groovestreet.com,2,2.3
lheimann@groovestreet.com,3,1.1
lheimann@groovestreet.com,4,1.3
lheimann@groovestreet.com,5,2.3
lheimann@groovestreet.com,6,1.3
lheimann@silis.com,1,2.6
lheimann@sunnamplex.com,3,1.4
lheimann@sunnamplex.com,4,5.1
lheintzman@plexzap.com,3,2.9
lhengel@donware.com,1,3.5
lhirpara@golddex.com,2,3.6
lhirpara@scottech.com,1,2.6
lhochard@gogozoom.com,3,1.9
lhochard@gogozoom.com,5,3.0
lhochard@gogozoom.com,6,1.3
lhochard@inity.com,1,9.0
lhochard@y-corporation.com,1,4.6
lhoffis@mathtouch.com,3,1.1
lhoneywell@funholding.com,1,1.2
lhoneywell@gogozoom.com,1,4.0
lhudnall@nam-zim.com,1,12.0
ljeanty@scottech.com,1,6.1
ljeanty@scottech.com,3,3.4
ljurney@conecom.com,1,1.7
ljurney@conecom.com,3,3.0
ljurney@scottech.com,4,3.3
ljuvera@faxquote.com,2,7.6
ljuvera@ron-tech.com,1,3.4
lkampa@conecom.com,1,4.1
lkampa@conecom.com,3,3.2
lkarpin@silis.com,1,0.4
lkarpin@silis.com,2,0.8
lkarpin@silis.com,4,1.6
lkarpin@xx-holding.com,2,6.4
lkeener@goodsilron.com,1,1.8
lkeener@iselectrics.com,4,13.8
lkeetch@cancity.com,2,1.1
lketelsen@doncon.com,3,3.2
lkiel@finhigh.com,1,2.3
lkiel@finhigh.com,2,1.8
lkiel@finhigh.com,5,8.4
lkiel@finhigh.com,7,1.5
lkiel@streethex.com,1,4.5
lklang@xx-zobam.com,1,6.1
lklang@xx-zobam.com,3,1.8
lklang@xx-zobam.com,4,7.6
lkohnert@warephase.com,2,0.7
lkonopacki@hatfan.com,2,2.5
lkonopacki@hatfan.com,3,5.3
lkonopacki@hatfan.com,4,1.8
lkonopacki@hatfan.com,5,1.7
llabreche@donware.com,1,1.1
llabreche@donware.com,2,0.8
llabreche@zumgoity.com,1,5.9
llace@bioplex.com,4,2.8
llace@xx-zobam.com,2,2.1
llace@xx-zobam.com,3,2.1
llace@xx-zobam.com,4,6.4
llacovara@ron-tech.com,1,1.3
llacovara@ron-tech.com,3,1.5
llary@inity.com,3,3.2
llatzke@dontechi.com,4,2.5
llatzke@dontechi.com,5,13.4
llatzke@dontechi.com,7,3.7
llayous@rantouch.com,2,10.7
lleinenbach@condax.com,7,2.9
lleinenbach@scottech.com,1,1.5
llimmel@zoomit.com,1,5.2
llinahan@gogozoom.com,3,1.3
llinahan@lexiqvolax.com,3,0.8
llinahan@lexiqvolax.com,6,8.0
llinahan@singletechno.com,3,2.9
llipke@rundofase.com,1,3.4
llipke@rundofase.com,3,3.2
llipkin@kinnamplus.com,1,9.3
llizama@codehow.com,2,2.1
lloader@treequote.com,2,1.5
lloader@treequote.com,3,3.3
lloader@treequote.com,4,2.5
llueckenbach@doncon.com,1,4.1
llueckenbach@zoomit.com,1,1.8
llueckenbach@zoomit.com,3,1.6
llueckenbach@zoomit.com,5,2.4
llueckenbach@zoomit.com,6,2.9
llueckenbach@zoomit.com,7,9.2
lmadarang@ontomedia.com,1,2.2
lmadarang@ontomedia.com,3,1.8
lmadarang@ontomedia.com,5,4.0
lmaile@zotware.com,1,1.9
lmaillard@betatech.com,2,3.3
lmaillard@betatech.com,4,1.4
lmaillard@betatech.com,6,3.0
lmalet@golddex.com,1,3.6
lmalet@golddex.com,2,3.9
lmalet@golddex.com,3,3.1
lmalvin@labdrill.com,7,3.5
lmanno@fasehatice.com,1,12.5
lmanno@fasehatice.com,3,2.6
lmanno@plexzap.com,1,3.3
lmarrier@blackzim.com,1,1.8
lmarrier@blackzim.com,3,5.0
lmarrier@opentech.com,1,3.5
lmarrier@opentech.com,2,8.2
lmartabano@funholding.com,2,2.9
lmastella@fasehatice.com,1,2.2
lmastella@fasehatice.com,2,4.0
lmaybury@finhigh.com,2,1.7
lmaybury@finhigh.com,4,2.0
lmaynerich@bioplex.com,2,8.0
lmaynerich@bioplex.com,6,1.2
lmclaird@blackzim.com,1,8.6
lmclaird@blackzim.com,3,3.0
lmcnease@dontechi.com,3,5.0
lmcnease@nam-zim.com,1,1.9
lmcnease@nam-zim.com,2,3.9
lmconnell@scotfind.com,1,2.9
lmeinerding@domzoom.com,1,2.2
lmeinerding@domzoom.com,2,2.3
lmeinerding@domzoom.com,4,1.8
lmeinerding@warephase.com,2,11.3
lmenter@hottechi.com,2,2.9
lmenter@hottechi.com,3,2.2
lmenter@hottechi.com,7,4.7
lmenter@plusstrip.com,1,2.9
lmenter@plusstrip.com,2,2.5
lmenter@plusstrip.com,4,2.7
lmerced@zumgoity.com,3,10.4
lmeteer@plusstrip.com,3,0.6
lmeteer@plusstrip.com,4,0.8
lmeteer@plusstrip.com,8,0.7
lmeteer@plusstrip.com,9,1.4
lmiceli@donware.com,1,2.8
lmiro@yearin.com,1,15.3
lmondella@conecom.com,1,1.8
lmonterrubio@groovestreet.com,3,1.7
lmonterrubio@groovestreet.com,4,3.2
lmorasca@kinnamplus.com,2,2.7
lmorocco@sonron.com,1,1.6
lmorocco@sonron.com,2,2.3
lmugnolo@doncon.com,1,2.5
lmunis@y-corporation.com,1,9.3
lmunns@hottechi.com,3,14.8
lmunns@hottechi.com,4,2.3
lmyricks@openlane.com,2,2.1
lnabours@konmatfix.com,1,1.4
lnabours@konmatfix.com,2,18.9
lnabours@rundofase.com,1,2.7
lnabours@rundofase.com,3,2.1
lneither@iselectrics.com,1,2.2
lnievas@betasoloin.com,1,4.4
lnievas@cancity.com,3,1.4
lnunlee@scottech.com,3,1.5
loldroyd@inity.com,1,9.0
loldroyd@inity.com,3,3.1
loldroyd@inity.com,4,1.8
loldroyd@kinnamplus.com,3,8.2
lonofrio@opentech.com,1,6.2
lonofrio@opentech.com,3,2.0
lonofrio@rangreen.com,1,5.0
lostolaza@sunnamplex.com,3,2.1
lostrosky@opentech.com,1,1.2
lpaa@dontechi.com,3,2.0
lpalaia@nam-zim.com,2,2.8
lpalaia@nam-zim.com,3,1.5
lpalaia@ontomedia.com,1,5.1
lpalaia@singletechno.com,1,1.4
lpalaia@singletechno.com,2,1.6
lpalaspas@funholding.com,1,4.0
lpalaspas@funholding.com,4,6.3
lpapasergi@goodsilron.com,1,2.1
lpapasergi@goodsilron.com,2,8.0
lpapasergi@goodsilron.com,3,2.8
lparlato@donquadtech.com,3,2.0
lparlato@gogozoom.com,2,0.9
lparvis@j-texon.com,3,3.8
lparvis@lexiqvolax.com,3,4.8
lpatak@ontomedia.com,1,4.6
lpatak@ontomedia.com,2,4.3
lpatak@ontomedia.com,3,2.1
lpaulas@codehow.com,1,6.7
lperigo@lexiqvolax.com,1,1.2
lperigo@lexiqvolax.com,2,1.4
lperin@betatech.com,1,1.4
lperin@betatech.com,7,1.2
lpinilla@zumgoity.com,6,10.3
lplumer@zotware.com,1,2.6
lpolidori@konex.com,2,2.1
lradde@inity.com,5,1.8
lradde@inity.com,6,8.4
lragel@iselectrics.com,1,2.4
lragel@zoomit.com,4,1.9
lrentfro@codehow.com,1,2.7
lrhoden@inity.com,2,0.7
lrhym@bioplex.com,4,3.1
lrodenberger@statholdings.com,1,3.8
lroyster@sumace.com,1,12.5
lroyster@sumace.com,2,1.3
lroyster@sunnamplex.com,5,10.8
lroyster@sunnamplex.com,7,3.0
lroyster@sunnamplex.com,9,2.6
lruta@sumace.com,1,3.8
lsaras@dambase.com,1,4.7
lsawchuk@plussunin.com,1,6.6
lschemmer@dontechi.com,1,1.6
lschemmer@dontechi.com,3,2.5
lscheyer@funholding.com,2,11.4
lschmaltz@betatech.com,1,3.0
lschnitzler@sonron.com,2,0.6
lschnitzler@sonron.com,3,0.9
lscipione@zathunicon.com,2,1.1
lscipione@zathunicon.com,3,8.5
lseewald@rundofase.com,2,4.6
lseewald@rundofase.com,4,2.6
lsemidey@faxquote.com,2,0.9
lsengbusch@toughzap.com,4,7.0
lsengbusch@toughzap.com,5,1.5
lshealy@conecom.com,2,4.1
lshealy@conecom.com,3,2.1
lshealy@conecom.com,5,1.5
lshields@groovestreet.com,2,3.0
lshields@groovestreet.com,3,1.7
lsilvestrini@nam-zim.com,1,2.6
lsilvestrini@nam-zim.com,4,4.6
lsilvestrini@nam-zim.com,7,1.4
lsimilton@blackzim.com,2,1.1
lsimilton@rangreen.com,3,3.1
lskursky@ganjaflex.com,4,2.4
lskursky@ganjaflex.com,5,0.7
lskursky@ganjaflex.com,6,0.8
lslayton@rundofase.com,1,0.8
lspringe@ganjaflex.com,2,12.6
lsteier@green-plus.com,1,6.9
lsteier@green-plus.com,3,8.8
lstem@bioholding.com,1,3.7
lstem@bioholding.com,2,2.8
lstem@labdrill.com,3,3.2
lstimmel@iselectrics.com,3,1.9
